Dependency=Geometry Building Type RECS to ACS	Dependency=Location EPW	Option=<1940	Option=1940-59s	Option=1960-79s	Option=1980-99s	Option=2000-09s	Option=2010s	Count
1 Attached	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.018567522	0.062749593	0.215892765	0.348994602	0.313143583	0.040651934	39779.01943
1 Attached	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.093120177	0.176673357	0.283005681	0.171637861	0.268126502	0.007436422	2073.915214
1 Attached	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.079660906	0.155215298	0.30918286	0.306393033	0.126147897	0.023400006	3310.375793
1 Attached	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.015129707	0.05223431	0.296625324	0.402404902	0.196896638	0.036709119	24518.49379
1 Attached	USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.023277164	0.066168911	0.315401285	0.365267452	0.2064244	0.023460788	6679.893323
1 Attached	USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.02437151	0.109963351	0.393203594	0.316236428	0.128529477	0.027695639	4763.775077
1 Attached	USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.042101282	0.099858136	0.245674884	0.366671318	0.21151946	0.03417492	77950.91694
1 Attached	USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.065267316	0.119675308	0.328295512	0.327834979	0.132144981	0.026781904	10813.03002
1 Attached	USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.017925555	0.052119397	0.346877215	0.287917296	0.258485109	0.036675428	76642.77888
1 Attached	USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.027826804	0.166123074	0.361135264	0.271325944	0.15755059	0.016038325	4227.884271
1 Attached	USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.064178521	0.142446733	0.281849682	0.323949733	0.152851442	0.034723889	3127.221599
1 Attached	USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.007758575	0.195114522	0.411645947	0.335981872	0.036519277	0.012979806	3472.695525
1 Attached	USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.054709503	0.119769856	0.416478396	0.316615856	0.077203917	0.015222471	2852.615754
1 Attached	USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.052017501	0.078324232	0.387342183	0.309836846	0.146910587	0.025568651	1804.266627
1 Attached	USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.056044755	0.140501316	0.309296157	0.324435837	0.144838204	0.024883732	19463.02278
1 Attached	USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.046798765	0.132360672	0.351237216	0.376777576	0.089315918	0.003509852	1050.747614
1 Attached	USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.026253584	0.107915563	0.356954854	0.258064178	0.215293154	0.035518667	9090.887376
1 Attached	USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.100843791	0.147196948	0.378022643	0.223496028	0.111893146	0.038547445	3999.487273
1 Attached	USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.012778595	0.025109145	0.11220581	0.499853314	0.343401914	0.006651222	5195.931122
1 Attached	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.03213856	0.06829201	0.217171241	0.287533766	0.342875401	0.051989022	49517.47068
1 Attached	USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.027466308	0.049663046	0.224514313	0.344443191	0.320768734	0.033144409	9249.793938
1 Attached	USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.019443095	0.049450109	0.253933471	0.483279399	0.16225224	0.031641687	77969.60185
1 Attached	USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.120671464	0.057246598	0.217751891	0.321418495	0.220699369	0.062212183	37195.49623
1 Attached	USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.042240948	0.092557617	0.218972039	0.360731246	0.266513714	0.018984436	10643.72644
1 Attached	USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.095698145	0.079526635	0.186520457	0.422073377	0.189903354	0.026278032	339398.6479
1 Attached	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.14941169	0.071211228	0.182431814	0.399885541	0.186722687	0.01033704	9365.521008
1 Attached	USA_WA_Olympia.AP.727920_TMY3.epw	0.052458718	0.103741965	0.257949985	0.296463945	0.260286326	0.029099063	7784.912336
1 Attached	USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.029486609	0.067483417	0.291438052	0.339888635	0.255528981	0.016174306	1880.739016
1 Attached	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.04935647	0.059323616	0.162076892	0.353988407	0.336762315	0.0384923	68405.18214
1 Attached	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.068777633	0.114380069	0.344492933	0.263617606	0.18151994	0.027211819	10524.21244
1 Attached	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.061697033	0.283455947	0.26053765	0.230104809	0.150421818	0.013782743	4919.537881
1 Attached	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.081511273	0.059664561	0.194656856	0.344435225	0.308947544	0.010784541	7265.188962
1 Attached	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.063527956	0.073843753	0.218039574	0.402662056	0.227534532	0.014392128	18615.98208
1 Attached	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.101433339	0.082873541	0.217284361	0.339012986	0.215931395	0.043464377	4805.013674
1 Attached	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.053834819	0.044467579	0.209587854	0.35817315	0.321672516	0.012264083	22256.66791
1 Attached	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.148797317	0.14710919	0.227200746	0.271437053	0.198815707	0.006639987	51000.40223
1 Attached	USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.06836487	0.169327173	0.262606346	0.313292885	0.152396259	0.034012467	4012.918349
1 Attached	USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.209485186	0.085986546	0.189998679	0.271025051	0.210159041	0.033345497	9627.983574
1 Attached	USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.16470487	0.147439702	0.254792234	0.233652506	0.172810853	0.026599836	3118.906177
1 Attached	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.012298058	0.050600252	0.262912684	0.361524349	0.251605401	0.061059254	1051.226315
1 Attached	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.066775757	0.074528294	0.187725654	0.30962837	0.298874418	0.062467508	3897.725904
1 Attached	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.05106061	0.033140845	0.195943919	0.347634134	0.345693896	0.026526597	1695.208617
1 Attached	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.039512677	0.057625296	0.194978046	0.352260961	0.336100148	0.019522871	944.8495958
1 Attached	USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.033546654	0.025225423	0.241807157	0.286686968	0.339584362	0.073149436	1542.961018
1 Detached	USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	0.076503584	0.18399102	0.294852781	0.258136218	0.167917974	0.018598423	439937.338
1 Detached	USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	0.05656586	0.140602285	0.322323654	0.295339074	0.159857822	0.025311304	365502.611
1 Detached	USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	0.037759394	0.138952201	0.297295967	0.309838092	0.193994065	0.022160282	479359.3857
1 Detached	USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	0.066050021	0.146659887	0.327947553	0.278372993	0.157644644	0.023324901	248563.9984
1 Detached	USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	0.069479746	0.131244252	0.308962073	0.307108185	0.160189515	0.023016229	219459.9297
1 Detached	USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	0.056565336	0.145693212	0.337219667	0.27703005	0.160340185	0.023151549	387585.8378
1 Detached	USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	0.036700217	0.088977024	0.295708217	0.377798316	0.189800535	0.01101569	66288.86128
1 Detached	USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	0.01180219	0.083685107	0.217182556	0.356627615	0.311793432	0.0189091	1061387.373
1 Detached	USA_AZ_Prescott-Love.Field.723723_TMY3.epw	0.030076147	0.049106526	0.189499031	0.433988744	0.281725471	0.015604081	81880.92301
1 Detached	USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	0.032717872	0.145771938	0.252308495	0.308244153	0.243130019	0.017827524	291816.3453
1 Detached	USA_CA_Arcata.AP.725945_TMY3.epw	0.095528891	0.210489844	0.257564069	0.299962241	0.127337166	0.00911779	108078.5849
1 Detached	USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.065127137	0.203676358	0.233769047	0.27235511	0.209647177	0.015425172	211716.3791
1 Detached	USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.033308884	0.141040887	0.214258124	0.36772041	0.234640959	0.009030736	381802.7597
1 Detached	USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.065653407	0.177113893	0.254921774	0.28978511	0.19638395	0.016141867	422695.5372
1 Detached	USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.067828258	0.316926503	0.297472562	0.209028646	0.101374	0.007370031	1710972.973
1 Detached	USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.185956221	0.355103719	0.223342611	0.163938741	0.067211574	0.004447134	1084695.94
1 Detached	USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.057509653	0.166198438	0.24736405	0.315960442	0.202143497	0.010823921	1174297.415
1 Detached	USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.049722802	0.179730949	0.291722332	0.299688952	0.168476075	0.01065889	729628.8514
1 Detached	USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.138558309	0.293137188	0.316579337	0.179149174	0.066252773	0.006323218	1438798.757
1 Detached	USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.070029412	0.173491277	0.329088132	0.283391892	0.138171088	0.005828199	152537.1885
1 Detached	USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.172522199	0.130240463	0.214186311	0.300056571	0.169856882	0.013137575	60021.88021
1 Detached	USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.090440985	0.16181622	0.289593106	0.271199128	0.169783515	0.017167047	752700.526
1 Detached	USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.047087164	0.0676533	0.228151783	0.384801713	0.249067908	0.023238131	292693.8592
1 Detached	USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.119389833	0.094424495	0.234991093	0.315941202	0.222257849	0.012995527	51526.17309
1 Detached	USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.111117572	0.115527673	0.223878433	0.28892554	0.246420963	0.014129819	83038.62924
1 Detached	USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.208693567	0.218420795	0.23628953	0.175731244	0.15494296	0.005921904	63128.41116
1 Detached	USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.137243158	0.262283937	0.350835269	0.181249287	0.063388763	0.004999587	803984.6885
1 Detached	USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.185711556	0.28676046	0.258310837	0.1880231	0.075138354	0.006055693	551505.6596
1 Detached	USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.106818143	0.198670096	0.243048777	0.281024717	0.153241454	0.017196813	336778.9487
1 Detached	USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.028448472	0.092007467	0.205398076	0.402808728	0.256962957	0.014374299	308742.1777
1 Detached	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.047179119	0.15501567	0.222928518	0.323104291	0.229593575	0.022178827	462367.3524
1 Detached	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.100475515	0.157297609	0.277474925	0.340137581	0.112029818	0.012584553	11170.47784
1 Detached	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.026111794	0.227191643	0.291616319	0.311636108	0.134928466	0.008515669	766510.5424
1 Detached	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.025292507	0.116805191	0.247903701	0.357217149	0.23264891	0.020132541	1822603.568
1 Detached	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.056754096	0.152338087	0.288744321	0.305261273	0.179128199	0.017774024	277252.9271
1 Detached	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.015669476	0.083815795	0.237268091	0.398389203	0.253335012	0.011522422	569275.0644
1 Detached	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.05530429	0.0962446	0.218266072	0.354843655	0.26341714	0.011924242	247992.4165
1 Detached	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.034724624	0.081182762	0.201544707	0.405272766	0.263517653	0.013757488	1314372.311
1 Detached	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.063005518	0.147697151	0.296887025	0.296389441	0.163555904	0.032464962	173168.754
1 Detached	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.084173872	0.170936786	0.2907589	0.2639186	0.1571488	0.033063042	186121.6063
1 Detached	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.072419513	0.152272246	0.300285547	0.284019006	0.176858736	0.014144952	232979.2482
1 Detached	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.052210496	0.12842837	0.226226425	0.307248937	0.258950641	0.02693513	199769.995
1 Detached	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.262399329	0.17871474	0.23103534	0.167956621	0.13918177	0.0207122	281306.6656
1 Detached	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.361233897	0.25307208	0.239046792	0.091532023	0.048689098	0.00642611	112658.9257
1 Detached	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.35417778	0.191912258	0.244087478	0.126603604	0.074350716	0.008868164	81444.99669
1 Detached	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.282617069	0.200943086	0.257449344	0.130979515	0.110259152	0.017751833	205062.2563
1 Detached	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.067122676	0.112227415	0.21145552	0.297014596	0.285284547	0.026895246	216214.4261
1 Detached	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.13501939	0.176152018	0.268643582	0.21305027	0.188284887	0.018849853	141834.2942
1 Detached	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.163840445	0.259619029	0.26526877	0.195045663	0.110822328	0.005403766	1770228.25
1 Detached	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.301896679	0.212752519	0.273703267	0.126067625	0.074466263	0.011113648	280310.9022
1 Detached	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.260471576	0.22838176	0.268520438	0.141535115	0.091173005	0.009918106	297908.8768
1 Detached	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.217018638	0.208771353	0.256734228	0.19213115	0.121689267	0.003655364	249540.7732
1 Detached	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.242299221	0.234370799	0.271295217	0.158899213	0.084253142	0.008882408	241447.4351
1 Detached	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.18139523	0.231715303	0.271414493	0.200201691	0.102076722	0.013196563	406133.8949
1 Detached	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.248139767	0.195179197	0.245203238	0.198584158	0.101304045	0.011589595	334281.1773
1 Detached	USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw	0.169129061	0.190166439	0.235671101	0.232627879	0.155917146	0.016488374	810600.3799
1 Detached	USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw	0.211691858	0.224284523	0.248260748	0.198076494	0.109055127	0.00863125	361898.4088
1 Detached	USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw	0.211693207	0.254899628	0.318014974	0.157930439	0.049264398	0.008197354	85668.52462
1 Detached	USA_KS_Goodland-Renner.Field.724650_TMY3.epw	0.283402931	0.259447385	0.293765293	0.113285162	0.043966987	0.006132242	26382.18392
1 Detached	USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw	0.238541893	0.18553377	0.256119302	0.197863978	0.108850964	0.013090093	189968.0945
1 Detached	USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw	0.19813462	0.273928481	0.217416412	0.197925727	0.101197525	0.011397234	295199.5754
1 Detached	USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw	0.18091943	0.203209003	0.231757683	0.235854837	0.134522271	0.013736774	582118.3167
1 Detached	USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw	0.091865959	0.145353015	0.274930655	0.290681647	0.180150938	0.017017786	315710.3246
1 Detached	USA_KY_Louisville-Standiford.Field.724230_TMY3.epw	0.122169182	0.206997614	0.277513547	0.230802969	0.147601806	0.014914882	470352.9903
1 Detached	USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw	0.054296143	0.161746101	0.335122195	0.259182265	0.159674658	0.029978638	417538.3155
1 Detached	USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw	0.078352108	0.218997969	0.308204702	0.232163964	0.140738544	0.021542713	128666.8196
1 Detached	USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw	0.07377262	0.162555452	0.33979423	0.249667283	0.155565246	0.018645169	440375.5741
1 Detached	USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw	0.060725899	0.203082411	0.371189224	0.233428361	0.111608098	0.019966007	385252.612
1 Detached	USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	0.277375893	0.236233635	0.236110669	0.184373528	0.057342957	0.008563319	770985.3639
1 Detached	USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw	0.223231926	0.210335428	0.217014459	0.242084952	0.099009853	0.008323381	248825.5042
1 Detached	USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw	0.094945988	0.218368274	0.273533411	0.283132269	0.116107955	0.013912103	799070.0337
1 Detached	USA_ME_Caribou.Muni.AP.727120_TMY3.epw	0.292320295	0.190742091	0.233897223	0.190260434	0.085153556	0.007626401	33449.76903
1 Detached	USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	0.235485352	0.131307771	0.217410333	0.261421643	0.14168155	0.012693352	344622.5406
1 Detached	USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	0.144696311	0.19502372	0.314359969	0.235144569	0.105945934	0.004829498	42695.89948
1 Detached	USA_MI_Detroit.Metro.AP.725370_TMY3.epw	0.136118581	0.383751399	0.248907197	0.14885051	0.077059064	0.00531325	1060825.565
1 Detached	USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	0.144976567	0.235637616	0.299978278	0.211922919	0.101979948	0.005504671	523695.7711
1 Detached	USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	0.183295812	0.221499646	0.233391572	0.219275764	0.131966522	0.010570685	332187.2087
1 Detached	USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	0.129799983	0.170795475	0.300612514	0.261997387	0.128575582	0.008219059	105162.684
1 Detached	USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	0.224399698	0.216493555	0.264124667	0.185203027	0.103933661	0.005845393	243755.7826
1 Detached	USA_MI_Muskegon.County.AP.726360_TMY3.epw	0.156520904	0.227448211	0.252146893	0.232668734	0.122770692	0.008444566	135920.5408
1 Detached	USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	0.204215769	0.196132069	0.247954458	0.225093111	0.117601196	0.009003397	27617.40199
1 Detached	USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	0.17914103	0.135864628	0.235982841	0.283750804	0.154581616	0.010679082	99366.48658
1 Detached	USA_MN_Duluth.Intl.AP.727450_TMY3.epw	0.262173374	0.211447405	0.225324608	0.178792311	0.112247307	0.010014996	159937.8741
1 Detached	USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	0.144498414	0.157753299	0.261303319	0.260195365	0.159293731	0.016955872	29216.95233
1 Detached	USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	0.171572051	0.194413948	0.237535299	0.265702336	0.119067639	0.011708727	808581.2889
1 Detached	USA_MN_Rochester.Intl.AP.726440_TMY3.epw	0.216528109	0.184133288	0.21614851	0.20866979	0.159803524	0.014716779	95051.40721
1 Detached	USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	0.186738209	0.137295378	0.220608301	0.252586138	0.191098188	0.011673786	271707.7939
1 Detached	USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw	0.148580058	0.147151222	0.279548587	0.252309269	0.155108198	0.017302666	250685.9961
1 Detached	USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw	0.144282779	0.196332719	0.26208781	0.245419122	0.140669462	0.011208108	644450.072
1 Detached	USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw	0.11119031	0.125195917	0.257479124	0.284973964	0.201055165	0.020105521	439054.7965
1 Detached	USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw	0.154379707	0.227300848	0.260886635	0.22681825	0.118683703	0.011930858	928116.486
1 Detached	USA_MS_Jackson.Intl.AP.722350_TMY3.epw	0.054516082	0.147495558	0.352319212	0.27617297	0.150422621	0.019073556	266866.1656
1 Detached	USA_MS_Meridian-Key.Field.722340_TMY3.epw	0.071748467	0.156555645	0.365859215	0.28361461	0.104760179	0.017461884	148648.7116
1 Detached	USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	0.12450268	0.216980734	0.269999079	0.208421681	0.16065165	0.019444176	58885.20351
1 Detached	USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	0.202050739	0.279538811	0.257473123	0.188105382	0.068597439	0.004234505	7209.044341
1 Detached	USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	0.211216235	0.267080063	0.329862717	0.137589772	0.041866503	0.012384711	13659.63339
1 Detached	USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	0.198316697	0.273213504	0.280561301	0.1367781	0.09755842	0.013571978	26562.72268
1 Detached	USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	0.189205931	0.133528923	0.207488031	0.247816375	0.196923382	0.025037358	69388.12321
1 Detached	USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	0.11011693	0.134447758	0.215090528	0.305591494	0.217674133	0.017079156	39045.84987
1 Detached	USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	0.295571093	0.240902232	0.220869104	0.138833416	0.091272871	0.012551284	13913.47893
1 Detached	USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	0.260019045	0.247489835	0.281089409	0.138918857	0.058078963	0.014403891	14480.86218
1 Detached	USA_MT_Missoula.Intl.AP.727730_TMY3.epw	0.138180095	0.161146481	0.245591969	0.260983115	0.175526094	0.018572246	57954.67558
1 Detached	USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw	0.097562795	0.156566023	0.277691411	0.279206462	0.173368287	0.015605022	200390.8862
1 Detached	USA_NC_Cape.Hatteras.723040_TMY3.epw	0.085915143	0.13005833	0.25287972	0.324258501	0.19079102	0.016097286	44052.25956
1 Detached	USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw	0.059234654	0.137097392	0.237426274	0.301225376	0.243899508	0.021116796	738308.2561
1 Detached	USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw	0.079201546	0.196532875	0.296407258	0.264732551	0.150408939	0.012716831	484348.2936
