Hour of the year,Hour of the day,Day of the year,Month,AZNMc,CAMXc,ERCTc,FRCCc,MROEc,MROWc,NEWEc,NWPPc,NYSTc,RFCEc,RFCMc,RFCWc,RMPAc,SPNOc,SPSOc,SRMVc,SRMWc,SRSOc,SRTVc,SRVCc
108,12,5,1,137.4101417,129.7278498,106.8467507,94.26018485,106.4758815,117.0481051,129.92162,145.5903222,98.36416566,101.2575914,128.1557982,112.943956,145.0709817,110.5163965,111.1889884,110.5265077,105.8760713,104.6049458,135.504668,114.6339499
109,13,5,1,139.1404492,127.9969838,106.677109,95.23890652,107.2734606,119.4313866,127.7053852,143.8579491,98.70460593,102.8015514,128.0615036,112.1637745,144.6359368,108.7659847,109.9889264,108.5751457,105.93399,100.8903534,133.2860748,114.2459899
110,14,5,1,138.2913827,132.1184738,105.630607,94.31951119,115.4249786,119.4487785,129.1620403,149.8591628,101.7294019,109.2643946,128.4898421,115.4865793,156.2317007,108.2987711,110.3320219,109.2790017,108.3867101,102.6186092,136.2153645,116.1830764
111,15,5,1,151.0529625,138.9362126,110.6352642,99.10727846,169.4244996,139.8769547,149.1059935,157.9395812,119.3229423,124.6770211,130.5530611,124.0390149,180.2828657,132.4820768,118.6265784,122.2676056,154.4255895,106.5173139,153.1076091,122.7692515
112,16,5,1,165.3748169,165.3351175,135.0026312,116.620573,227.6479053,187.437123,162.5017579,172.4846902,152.4837517,213.58186,142.5714059,192.156005,184.3840306,188.6339011,151.1097044,156.9631406,211.3338741,134.7292454,169.237449,177.2799271
113,17,5,1,169.8813532,163.1060679,186.9131879,173.5924636,226.2004463,196.486448,165.6189684,174.062911,170.4190587,233.2400676,161.8567296,234.2552359,198.1432132,199.7001782,185.3193928,173.023557,220.8061473,216.0000571,171.0896615,208.3138942
114,18,5,1,171.0103285,161.9769781,184.3178551,181.9839951,224.9801111,194.6186295,166.2571585,173.6060457,170.9074314,237.6438144,163.9986723,235.3552255,194.1947724,197.7577831,179.0433198,172.5072662,221.5402143,218.0088174,171.1221367,205.9448622
115,19,5,1,170.2366624,161.769424,182.1209264,180.1446999,220.6688357,190.3800864,164.6184563,173.1366565,163.2303127,234.7130559,163.5017334,235.6224735,194.4879755,194.717808,178.6132516,173.545858,218.8500775,217.6115828,170.8272027,207.9354635
116,20,5,1,170.4780194,160.2989756,173.5190201,181.1830388,224.3040653,195.13382,161.8668492,172.4576993,154.3186733,229.90269,160.3745275,233.1630128,190.5837271,197.6560441,170.9466979,171.9672059,221.5392073,217.9403671,169.529991,208.4864361
117,21,5,1,170.2621108,163.6795232,171.1195565,179.9132431,218.9902587,189.7844488,163.1434602,171.1716734,158.3650222,230.0159519,161.7582083,231.6490118,188.2664853,197.1725832,162.7883832,170.8660434,218.8749664,212.0096674,170.7431774,208.0199721
118,22,5,1,170.3669264,167.686077,166.7291936,192.8519026,210.8796351,190.66878,159.7212286,166.8945502,155.8500573,216.4424104,171.8406006,223.1041487,177.1417478,199.6908069,160.1567585,170.7772372,218.2031485,210.607111,167.0797661,208.372305
119,23,5,1,171.0928827,175.82435,165.2420936,196.8216306,205.3268719,188.5578299,158.925132,163.0282779,147.4354037,210.6987623,173.0187242,213.830823,174.151324,191.7028899,162.0659646,171.8578795,210.8255673,209.3398071,168.9148319,204.2854963
120,0,6,1,170.0608681,178.8550213,168.920636,198.3872128,204.1543767,185.6183249,157.177628,162.8432052,143.5772831,211.5399284,169.9468938,210.4598204,157.6057281,188.2161718,163.4783106,171.389263,207.1329938,210.0735528,168.1974456,202.4841971
121,1,6,1,168.548919,181.9526782,166.9970963,200.3954617,201.9404318,180.9308758,155.3197886,165.4193136,143.7593296,209.8205486,172.5366173,208.7539837,159.5437743,192.6444245,162.0173636,170.7568376,209.7281364,211.2486101,168.230709,202.1077308
122,2,6,1,169.7657077,185.20469,165.9894167,207.8267144,204.4556815,177.9881026,157.5820258,166.1353393,143.889685,209.2194528,170.449523,208.563067,162.5286565,186.6158486,161.9556303,170.2122929,206.8148498,211.6553902,167.9105379,201.2519756
123,3,6,1,171.4680383,184.568788,169.6627326,208.9583859,203.9211107,177.6507592,157.9299653,165.8061966,143.9635789,209.9535742,167.7452043,209.4652999,165.7532304,186.5511892,164.6864004,170.1030779,207.7963441,211.2392144,168.2651071,201.1854936
124,4,6,1,169.6351121,178.3967487,171.5734832,200.6282429,216.8665557,188.415145,157.2782406,168.2339129,141.843767,212.7159923,168.8409628,211.4217838,168.0411448,194.2487463,165.8333251,170.8165605,215.9814919,210.5907569,170.6636985,203.0760271
125,5,6,1,170.3050081,174.3478601,182.9608799,192.5295377,225.773919,185.768972,157.2694102,169.2377721,137.4453398,221.6841285,163.3331503,223.907146,174.8825008,192.0739998,169.112112,172.073902,217.1135115,216.0143539,171.1116796,203.3256947
126,6,6,1,169.7151182,168.0184997,186.5635459,192.7640119,221.9005488,189.7233122,160.0353898,169.538044,136.0183663,232.6980435,158.1976384,232.0436083,178.3017585,192.2383945,176.1179971,173.9231507,216.0197229,217.5973695,169.7890741,209.2711054
127,7,6,1,165.0565405,147.930165,172.0887178,138.1936012,171.3246199,175.4257203,150.6582977,159.9486322,128.8879025,191.686128,160.6008713,224.7237483,174.0787203,165.4220501,159.9729335,154.7357891,161.3102394,202.5130183,155.4442784,198.1218715
128,8,6,1,147.7632659,129.5456262,122.3911943,106.5371193,122.0961304,135.3126268,130.0182671,142.8912073,111.7892176,142.7819828,137.6236043,166.9661644,164.8586388,121.594742,120.3047398,124.4134412,120.4138503,138.6738774,144.5107352,148.5941966
129,9,6,1,137.6401857,131.2235433,110.5431898,96.56101924,116.0176287,123.7523315,128.3540259,142.2676785,104.3468748,116.9240265,135.4038687,130.0963961,145.0186665,112.899504,112.8429907,117.3519833,112.4950978,114.2096119,140.4743935,127.1129571
130,10,6,1,138.8558572,129.7355947,110.2937838,93.51958271,111.4189245,124.5047105,127.6873638,142.491996,101.7613411,109.9534741,131.6399481,122.6276178,145.9294358,112.7833561,112.7001365,114.3991703,110.2513286,108.3518248,139.2658191,122.8196269
131,11,6,1,137.3573036,129.5794336,108.9374971,94.32602989,108.8563938,119.3978925,128.4534423,146.3849046,99.88151672,104.4896903,130.8375951,116.5660924,146.3434787,114.6336621,112.4663313,112.2835014,109.5062531,110.6011493,137.4307832,118.2696402
132,12,6,1,137.4101417,129.7278498,106.8467507,94.26018485,106.4758815,117.0481051,129.92162,145.5903222,98.36416566,101.2575914,128.1557982,112.943956,145.0709817,110.5163965,111.1889884,110.5265077,105.8760713,104.6049458,135.504668,114.6339499
133,13,6,1,139.1404492,127.9969838,106.677109,95.23890652,107.2734606,119.4313866,127.7053852,143.8579491,98.70460593,102.8015514,128.0615036,112.1637745,144.6359368,108.7659847,109.9889264,108.5751457,105.93399,100.8903534,133.2860748,114.2459899
134,14,6,1,138.2913827,132.1184738,105.630607,94.31951119,115.4249786,119.4487785,129.1620403,149.8591628,101.7294019,109.2643946,128.4898421,115.4865793,156.2317007,108.2987711,110.3320219,109.2790017,108.3867101,102.6186092,136.2153645,116.1830764
135,15,6,1,151.0529625,138.9362126,110.6352642,99.10727846,169.4244996,139.8769547,149.1059935,157.9395812,119.3229423,124.6770211,130.5530611,124.0390149,180.2828657,132.4820768,118.6265784,122.2676056,154.4255895,106.5173139,153.1076091,122.7692515
136,16,6,1,165.3748169,165.3351175,135.0026312,116.620573,227.6479053,187.437123,162.5017579,172.4846902,152.4837517,213.58186,142.5714059,192.156005,184.3840306,188.6339011,151.1097044,156.9631406,211.3338741,134.7292454,169.237449,177.2799271
137,17,6,1,169.8813532,163.1060679,186.9131879,173.5924636,226.2004463,196.486448,165.6189684,174.062911,170.4190587,233.2400676,161.8567296,234.2552359,198.1432132,199.7001782,185.3193928,173.023557,220.8061473,216.0000571,171.0896615,208.3138942
138,18,6,1,171.0103285,161.9769781,184.3178551,181.9839951,224.9801111,194.6186295,166.2571585,173.6060457,170.9074314,237.6438144,163.9986723,235.3552255,194.1947724,197.7577831,179.0433198,172.5072662,221.5402143,218.0088174,171.1221367,205.9448622
139,19,6,1,170.2366624,161.769424,182.1209264,180.1446999,220.6688357,190.3800864,164.6184563,173.1366565,163.2303127,234.7130559,163.5017334,235.6224735,194.4879755,194.717808,178.6132516,173.545858,218.8500775,217.6115828,170.8272027,207.9354635
140,20,6,1,170.4780194,160.2989756,173.5190201,181.1830388,224.3040653,195.13382,161.8668492,172.4576993,154.3186733,229.90269,160.3745275,233.1630128,190.5837271,197.6560441,170.9466979,171.9672059,221.5392073,217.9403671,169.529991,208.4864361
141,21,6,1,170.2621108,163.6795232,171.1195565,179.9132431,218.9902587,189.7844488,163.1434602,171.1716734,158.3650222,230.0159519,161.7582083,231.6490118,188.2664853,197.1725832,162.7883832,170.8660434,218.8749664,212.0096674,170.7431774,208.0199721
142,22,6,1,170.3669264,167.686077,166.7291936,192.8519026,210.8796351,190.66878,159.7212286,166.8945502,155.8500573,216.4424104,171.8406006,223.1041487,177.1417478,199.6908069,160.1567585,170.7772372,218.2031485,210.607111,167.0797661,208.372305
143,23,6,1,171.0928827,175.82435,165.2420936,196.8216306,205.3268719,188.5578299,158.925132,163.0282779,147.4354037,210.6987623,173.0187242,213.830823,174.151324,191.7028899,162.0659646,171.8578795,210.8255673,209.3398071,168.9148319,204.2854963
144,0,7,1,170.0608681,178.8550213,168.920636,198.3872128,204.1543767,185.6183249,157.177628,162.8432052,143.5772831,211.5399284,169.9468938,210.4598204,157.6057281,188.2161718,163.4783106,171.389263,207.1329938,210.0735528,168.1974456,202.4841971
145,1,7,1,168.548919,181.9526782,166.9970963,200.3954617,201.9404318,180.9308758,155.3197886,165.4193136,143.7593296,209.8205486,172.5366173,208.7539837,159.5437743,192.6444245,162.0173636,170.7568376,209.7281364,211.2486101,168.230709,202.1077308
146,2,7,1,169.7657077,185.20469,165.9894167,207.8267144,204.4556815,177.9881026,157.5820258,166.1353393,143.889685,209.2194528,170.449523,208.563067,162.5286565,186.6158486,161.9556303,170.2122929,206.8148498,211.6553902,167.9105379,201.2519756
147,3,7,1,171.4680383,184.568788,169.6627326,208.9583859,203.9211107,177.6507592,157.9299653,165.8061966,143.9635789,209.9535742,167.7452043,209.4652999,165.7532304,186.5511892,164.6864004,170.1030779,207.7963441,211.2392144,168.2651071,201.1854936
148,4,7,1,169.6351121,178.3967487,171.5734832,200.6282429,216.8665557,188.415145,157.2782406,168.2339129,141.843767,212.7159923,168.8409628,211.4217838,168.0411448,194.2487463,165.8333251,170.8165605,215.9814919,210.5907569,170.6636985,203.0760271
149,5,7,1,170.3050081,174.3478601,182.9608799,192.5295377,225.773919,185.768972,157.2694102,169.2377721,137.4453398,221.6841285,163.3331503,223.907146,174.8825008,192.0739998,169.112112,172.073902,217.1135115,216.0143539,171.1116796,203.3256947
150,6,7,1,169.7151182,168.0184997,186.5635459,192.7640119,221.9005488,189.7233122,160.0353898,169.538044,136.0183663,232.6980435,158.1976384,232.0436083,178.3017585,192.2383945,176.1179971,173.9231507,216.0197229,217.5973695,169.7890741,209.2711054
151,7,7,1,165.0565405,147.930165,172.0887178,138.1936012,171.3246199,175.4257203,150.6582977,159.9486322,128.8879025,191.686128,160.6008713,224.7237483,174.0787203,165.4220501,159.9729335,154.7357891,161.3102394,202.5130183,155.4442784,198.1218715
152,8,7,1,147.7632659,129.5456262,122.3911943,106.5371193,122.0961304,135.3126268,130.0182671,142.8912073,111.7892176,142.7819828,137.6236043,166.9661644,164.8586388,121.594742,120.3047398,124.4134412,120.4138503,138.6738774,144.5107352,148.5941966
153,9,7,1,137.6401857,131.2235433,110.5431898,96.56101924,116.0176287,123.7523315,128.3540259,142.2676785,104.3468748,116.9240265,135.4038687,130.0963961,145.0186665,112.899504,112.8429907,117.3519833,112.4950978,114.2096119,140.4743935,127.1129571
154,10,7,1,138.8558572,129.7355947,110.2937838,93.51958271,111.4189245,124.5047105,127.6873638,142.491996,101.7613411,109.9534741,131.6399481,122.6276178,145.9294358,112.7833561,112.7001365,114.3991703,110.2513286,108.3518248,139.2658191,122.8196269
155,11,7,1,137.3573036,129.5794336,108.9374971,94.32602989,108.8563938,119.3978925,128.4534423,146.3849046,99.88151672,104.4896903,130.8375951,116.5660924,146.3434787,114.6336621,112.4663313,112.2835014,109.5062531,110.6011493,137.4307832,118.2696402
156,12,7,1,137.4101417,129.7278498,106.8467507,94.26018485,106.4758815,117.0481051,129.92162,145.5903222,98.36416566,101.2575914,128.1557982,112.943956,145.0709817,110.5163965,111.1889884,110.5265077,105.8760713,104.6049458,135.504668,114.6339499
157,13,7,1,139.1404492,127.9969838,106.677109,95.23890652,107.2734606,119.4313866,127.7053852,143.8579491,98.70460593,102.8015514,128.0615036,112.1637745,144.6359368,108.7659847,109.9889264,108.5751457,105.93399,100.8903534,133.2860748,114.2459899
158,14,7,1,138.2913827,132.1184738,105.630607,94.31951119,115.4249786,119.4487785,129.1620403,149.8591628,101.7294019,109.2643946,128.4898421,115.4865793,156.2317007,108.2987711,110.3320219,109.2790017,108.3867101,102.6186092,136.2153645,116.1830764
159,15,7,1,151.0529625,138.9362126,110.6352642,99.10727846,169.4244996,139.8769547,149.1059935,157.9395812,119.3229423,124.6770211,130.5530611,124.0390149,180.2828657,132.4820768,118.6265784,122.2676056,154.4255895,106.5173139,153.1076091,122.7692515
160,16,7,1,165.3748169,165.3351175,135.0026312,116.620573,227.6479053,187.437123,162.5017579,172.4846902,152.4837517,213.58186,142.5714059,192.156005,184.3840306,188.6339011,151.1097044,156.9631406,211.3338741,134.7292454,169.237449,177.2799271
161,17,7,1,169.8813532,163.1060679,186.9131879,173.5924636,226.2004463,196.486448,165.6189684,174.062911,170.4190587,233.2400676,161.8567296,234.2552359,198.1432132,199.7001782,185.3193928,173.023557,220.8061473,216.0000571,171.0896615,208.3138942
162,18,7,1,171.0103285,161.9769781,184.3178551,181.9839951,224.9801111,194.6186295,166.2571585,173.6060457,170.9074314,237.6438144,163.9986723,235.3552255,194.1947724,197.7577831,179.0433198,172.5072662,221.5402143,218.0088174,171.1221367,205.9448622
163,19,7,1,170.2366624,161.769424,182.1209264,180.1446999,220.6688357,190.3800864,164.6184563,173.1366565,163.2303127,234.7130559,163.5017334,235.6224735,194.4879755,194.717808,178.6132516,173.545858,218.8500775,217.6115828,170.8272027,207.9354635
164,20,7,1,170.4780194,160.2989756,173.5190201,181.1830388,224.3040653,195.13382,161.8668492,172.4576993,154.3186733,229.90269,160.3745275,233.1630128,190.5837271,197.6560441,170.9466979,171.9672059,221.5392073,217.9403671,169.529991,208.4864361
165,21,7,1,170.2621108,163.6795232,171.1195565,179.9132431,218.9902587,189.7844488,163.1434602,171.1716734,158.3650222,230.0159519,161.7582083,231.6490118,188.2664853,197.1725832,162.7883832,170.8660434,218.8749664,212.0096674,170.7431774,208.0199721
166,22,7,1,170.3669264,167.686077,166.7291936,192.8519026,210.8796351,190.66878,159.7212286,166.8945502,155.8500573,216.4424104,171.8406006,223.1041487,177.1417478,199.6908069,160.1567585,170.7772372,218.2031485,210.607111,167.0797661,208.372305
167,23,7,1,171.0928827,175.82435,165.2420936,196.8216306,205.3268719,188.5578299,158.925132,163.0282779,147.4354037,210.6987623,173.0187242,213.830823,174.151324,191.7028899,162.0659646,171.8578795,210.8255673,209.3398071,168.9148319,204.2854963
168,0,8,1,170.0608681,178.8550213,168.920636,198.3872128,204.1543767,185.6183249,157.177628,162.8432052,143.5772831,211.5399284,169.9468938,210.4598204,157.6057281,188.2161718,163.4783106,171.389263,207.1329938,210.0735528,168.1974456,202.4841971
169,1,8,1,168.548919,181.9526782,166.9970963,200.3954617,201.9404318,180.9308758,155.3197886,165.4193136,143.7593296,209.8205486,172.5366173,208.7539837,159.5437743,192.6444245,162.0173636,170.7568376,209.7281364,211.2486101,168.230709,202.1077308
170,2,8,1,169.7657077,185.20469,165.9894167,207.8267144,204.4556815,177.9881026,157.5820258,166.1353393,143.889685,209.2194528,170.449523,208.563067,162.5286565,186.6158486,161.9556303,170.2122929,206.8148498,211.6553902,167.9105379,201.2519756
171,3,8,1,171.4680383,184.568788,169.6627326,208.9583859,203.9211107,177.6507592,157.9299653,165.8061966,143.9635789,209.9535742,167.7452043,209.4652999,165.7532304,186.5511892,164.6864004,170.1030779,207.7963441,211.2392144,168.2651071,201.1854936
172,4,8,1,169.6351121,178.3967487,171.5734832,200.6282429,216.8665557,188.415145,157.2782406,168.2339129,141.843767,212.7159923,168.8409628,211.4217838,168.0411448,194.2487463,165.8333251,170.8165605,215.9814919,210.5907569,170.6636985,203.0760271
173,5,8,1,170.3050081,174.3478601,182.9608799,192.5295377,225.773919,185.768972,157.2694102,169.2377721,137.4453398,221.6841285,163.3331503,223.907146,174.8825008,192.0739998,169.112112,172.073902,217.1135115,216.0143539,171.1116796,203.3256947
174,6,8,1,169.7151182,168.0184997,186.5635459,192.7640119,221.9005488,189.7233122,160.0353898,169.538044,136.0183663,232.6980435,158.1976384,232.0436083,178.3017585,192.2383945,176.1179971,173.9231507,216.0197229,217.5973695,169.7890741,209.2711054
175,7,8,1,165.0565405,147.930165,172.0887178,138.1936012,171.3246199,175.4257203,150.6582977,159.9486322,128.8879025,191.686128,160.6008713,224.7237483,174.0787203,165.4220501,159.9729335,154.7357891,161.3102394,202.5130183,155.4442784,198.1218715
176,8,8,1,147.7632659,129.5456262,122.3911943,106.5371193,122.0961304,135.3126268,130.0182671,142.8912073,111.7892176,142.7819828,137.6236043,166.9661644,164.8586388,121.594742,120.3047398,124.4134412,120.4138503,138.6738774,144.5107352,148.5941966
177,9,8,1,137.6401857,131.2235433,110.5431898,96.56101924,116.0176287,123.7523315,128.3540259,142.2676785,104.3468748,116.9240265,135.4038687,130.0963961,145.0186665,112.899504,112.8429907,117.3519833,112.4950978,114.2096119,140.4743935,127.1129571
178,10,8,1,138.8558572,129.7355947,110.2937838,93.51958271,111.4189245,124.5047105,127.6873638,142.491996,101.7613411,109.9534741,131.6399481,122.6276178,145.9294358,112.7833561,112.7001365,114.3991703,110.2513286,108.3518248,139.2658191,122.8196269
179,11,8,1,137.3573036,129.5794336,108.9374971,94.32602989,108.8563938,119.3978925,128.4534423,146.3849046,99.88151672,104.4896903,130.8375951,116.5660924,146.3434787,114.6336621,112.4663313,112.2835014,109.5062531,110.6011493,137.4307832,118.2696402
180,12,8,1,137.4101417,129.7278498,106.8467507,94.26018485,106.4758815,117.0481051,129.92162,145.5903222,98.36416566,101.2575914,128.1557982,112.943956,145.0709817,110.5163965,111.1889884,110.5265077,105.8760713,104.6049458,135.504668,114.6339499
181,13,8,1,139.1404492,127.9969838,106.677109,95.23890652,107.2734606,119.4313866,127.7053852,143.8579491,98.70460593,102.8015514,128.0615036,112.1637745,144.6359368,108.7659847,109.9889264,108.5751457,105.93399,100.8903534,133.2860748,114.2459899
