Hour of the year,Hour of the day,Day of the year,Month,AZNMc,CAMXc,ERCTc,FRCCc,MROEc,MROWc,NEWEc,NWPPc,NYSTc,RFCEc,RFCMc,RFCWc,RMPAc,SPNOc,SPSOc,SRMVc,SRMWc,SRSOc,SRTVc,SRVCc
108,12,5,1,171.4826199,160.0598109,131.6758426,124.5823937,132.9802687,140.6073937,163.938212,179.3469124,121.9173235,122.7165595,172.0629545,142.6068721,170.6969456,132.7707722,135.1439342,138.7685177,130.0893059,130.8033684,171.2286056,147.2643985
109,13,5,1,173.5906002,157.9065581,131.2345517,125.4626094,133.7120244,143.1474522,160.9519096,177.3682336,122.5079534,124.6604787,171.5320615,141.393216,170.0306044,130.6312459,133.7153694,136.3603406,130.0812365,125.8280385,168.9692811,146.2477241
110,14,5,1,172.4784787,162.9796478,129.5343819,124.1113425,142.9943353,143.1017107,162.8536667,184.5196204,126.0099742,131.866695,171.0457723,144.9597277,183.1435726,130.5832506,133.9106693,137.3333957,133.5860857,128.1735247,172.4191437,148.5378876
111,15,5,1,187.8286104,171.7702527,135.8995012,130.6023853,205.1303113,166.2418787,187.7815127,194.4391431,147.7670346,150.2944143,173.9737147,155.173564,210.1289817,158.8126102,143.9617827,153.5303537,187.0927962,133.8859645,192.9305435,156.5914542
112,16,5,1,205.8067244,205.4967278,165.885265,153.871576,272.0436881,221.0436246,204.8743014,212.2516325,188.2940949,253.2890746,189.5814383,234.1091104,215.3327687,224.0605562,183.5875038,196.9297304,253.4739727,167.1721275,213.157377,223.1364733
113,17,5,1,211.0093644,202.9555318,227.8234846,225.5883096,271.3058619,231.5415475,208.4661185,214.17423,209.5608843,275.763632,212.9288542,282.5520367,230.1907609,236.5934079,223.3492659,216.2583009,264.1644221,262.3643871,215.4755994,258.6468219
114,18,5,1,212.4551651,201.6254361,224.3552759,238.4116528,269.650541,228.8214132,209.2668801,213.8545138,210.2983793,280.8859596,215.5150693,284.1076072,225.7240395,233.5992866,215.709428,215.6073982,264.327254,264.745457,215.5559956,256.3884709
115,19,5,1,211.5986073,201.4961369,221.9357817,235.9576982,265.2887075,223.8349036,207.3573372,213.31535,201.7569233,277.2939528,215.037748,284.0507937,226.3623836,230.3167708,215.1844586,216.9595756,261.6324059,264.9266146,215.291351,258.5540034
116,20,5,1,212.0388544,199.8477733,212.0543294,236.9425654,268.8985368,229.1179087,204.3987566,212.7508791,191.2247201,271.5916741,211.5510798,281.4349234,222.0742864,233.4543766,206.3774948,215.6153701,264.6106096,265.2847973,213.7121657,258.9959601
117,21,5,1,211.6532611,204.113965,209.1943159,234.5930607,263.411508,223.1546867,205.7830519,211.2021387,195.6834944,272.6493427,212.8557699,279.8676643,219.3086228,232.6004422,197.5023586,214.3322706,262.1188725,259.4188271,215.1646029,258.7139183
118,22,5,1,211.8714912,209.296014,203.0529719,248.1073104,254.9832759,224.5246114,201.7601078,206.2053277,193.4046788,259.2126627,223.3100353,271.4398446,206.2824286,235.3626848,193.5012457,214.120324,261.3352441,258.6270652,211.5436558,259.8499818
119,23,5,1,212.7389288,219.5809142,201.466223,254.7119022,248.8961416,222.3111246,200.8018555,201.9722672,184.2581682,254.2065468,225.0016283,261.9670394,202.9477135,226.4999123,196.189215,215.4984309,253.024532,258.950029,213.5302643,255.9630481
120,0,6,1,211.8960906,223.3215979,205.0409535,257.6420926,247.3525742,218.0540674,198.6427698,201.6414898,179.8486229,255.9634731,221.8589457,258.4482567,184.4429973,222.4892825,197.5868662,214.9883383,248.6910288,259.5453269,212.6720916,253.9671408
121,1,6,1,210.3989969,226.9992506,203.1117437,260.5816457,245.01805,213.0338441,196.3434022,204.8653279,180.2233748,253.9274053,224.6547012,256.410558,186.4746575,226.7993384,196.1377091,213.9910924,251.5039421,260.9249427,212.6364746,253.6319178
122,2,6,1,211.8887751,230.9417216,202.0411285,269.3068866,247.9655305,209.514566,199.3164073,205.5550255,180.4153258,253.6621992,221.8577987,256.4043315,189.7376997,220.3784389,196.2908439,213.4740239,248.0178335,261.4177671,212.224053,253.0381651
123,3,6,1,213.657887,229.9483355,206.8759264,270.2174795,247.2403722,209.0163132,199.7513929,205.0145063,180.3561328,254.2570022,218.7227269,257.324415,193.5882278,220.4795078,199.5800278,213.6203643,249.1514072,260.6387977,212.6597198,252.8717367
124,4,6,1,211.3933502,222.1776061,209.1626649,260.4641384,260.2848202,220.3284687,198.9700816,207.6110467,178.1697396,256.7128324,220.3108134,259.3149694,195.9861943,228.2642644,200.8439824,214.1374937,257.0514715,259.2128913,215.1201486,254.8784302
125,5,6,1,211.7021282,216.8438664,222.5859526,250.3431322,269.879834,217.7583293,199.0376952,208.7330573,172.847732,264.8282275,213.7797403,271.6419455,203.2448276,226.17751,204.5095939,215.3059881,258.5602797,264.0664517,215.4210192,254.714089
126,6,6,1,211.0252503,208.9524637,226.9102558,249.4839181,265.6399974,222.4011037,202.4527514,209.1481123,170.9216752,275.6935798,208.2100396,280.4384821,207.5213443,227.0314212,212.1223301,217.0505861,257.8153182,265.9775341,213.8327532,261.276635
127,7,6,1,205.2617529,183.8369885,209.8261039,184.3114724,207.8751773,206.6648155,190.2278806,197.4368282,161.0636439,227.4887044,211.026444,271.7942284,202.6066952,196.6308682,193.7305105,194.099325,195.216397,247.1363326,195.7432888,247.3305755
128,8,6,1,185.1367495,159.9309567,150.0236663,142.3990497,150.6096441,161.2125435,163.8079823,176.3503656,138.3904254,170.6223126,184.0428398,204.7579947,192.2479643,146.2398702,146.2367121,156.2020211,147.312088,171.8023281,181.8876079,187.2463462
129,9,6,1,172.2696198,161.9377296,135.9783929,127.1949233,143.811938,147.8263239,161.9081821,175.3970347,129.0265282,140.3869492,180.0191545,161.736295,170.629162,135.7185803,137.3343727,147.5680183,137.8436105,142.6169831,177.1566651,161.2653519
130,10,6,1,173.2762392,160.0572739,135.7497399,123.5287149,138.591348,148.8057341,161.0260874,175.5867071,125.598256,132.5788924,175.7702903,153.1340337,171.6331943,135.640554,137.1918456,143.946343,135.3142582,135.8299973,175.7915901,156.3919758
131,11,6,1,171.6118282,159.7869967,134.2959767,124.7628225,135.9355355,143.2052553,161.9505669,180.1678957,123.4101317,125.9748855,174.979645,146.2874115,172.1579422,137.8314764,136.7920762,141.2500137,134.7951638,138.2069651,173.7039422,151.5284319
132,12,6,1,171.4826199,160.0598109,131.6758426,124.5823937,132.9802687,140.6073937,163.938212,179.3469124,121.9173235,122.7165595,172.0629545,142.6068721,170.6969456,132.7707722,135.1439342,138.7685177,130.0893059,130.8033684,171.2286056,147.2643985
133,13,6,1,173.5906002,157.9065581,131.2345517,125.4626094,133.7120244,143.1474522,160.9519096,177.3682336,122.5079534,124.6604787,171.5320615,141.393216,170.0306044,130.6312459,133.7153694,136.3603406,130.0812365,125.8280385,168.9692811,146.2477241
134,14,6,1,172.4784787,162.9796478,129.5343819,124.1113425,142.9943353,143.1017107,162.8536667,184.5196204,126.0099742,131.866695,171.0457723,144.9597277,183.1435726,130.5832506,133.9106693,137.3333957,133.5860857,128.1735247,172.4191437,148.5378876
135,15,6,1,187.8286104,171.7702527,135.8995012,130.6023853,205.1303113,166.2418787,187.7815127,194.4391431,147.7670346,150.2944143,173.9737147,155.173564,210.1289817,158.8126102,143.9617827,153.5303537,187.0927962,133.8859645,192.9305435,156.5914542
136,16,6,1,205.8067244,205.4967278,165.885265,153.871576,272.0436881,221.0436246,204.8743014,212.2516325,188.2940949,253.2890746,189.5814383,234.1091104,215.3327687,224.0605562,183.5875038,196.9297304,253.4739727,167.1721275,213.157377,223.1364733
137,17,6,1,211.0093644,202.9555318,227.8234846,225.5883096,271.3058619,231.5415475,208.4661185,214.17423,209.5608843,275.763632,212.9288542,282.5520367,230.1907609,236.5934079,223.3492659,216.2583009,264.1644221,262.3643871,215.4755994,258.6468219
138,18,6,1,212.4551651,201.6254361,224.3552759,238.4116528,269.650541,228.8214132,209.2668801,213.8545138,210.2983793,280.8859596,215.5150693,284.1076072,225.7240395,233.5992866,215.709428,215.6073982,264.327254,264.745457,215.5559956,256.3884709
139,19,6,1,211.5986073,201.4961369,221.9357817,235.9576982,265.2887075,223.8349036,207.3573372,213.31535,201.7569233,277.2939528,215.037748,284.0507937,226.3623836,230.3167708,215.1844586,216.9595756,261.6324059,264.9266146,215.291351,258.5540034
140,20,6,1,212.0388544,199.8477733,212.0543294,236.9425654,268.8985368,229.1179087,204.3987566,212.7508791,191.2247201,271.5916741,211.5510798,281.4349234,222.0742864,233.4543766,206.3774948,215.6153701,264.6106096,265.2847973,213.7121657,258.9959601
141,21,6,1,211.6532611,204.113965,209.1943159,234.5930607,263.411508,223.1546867,205.7830519,211.2021387,195.6834944,272.6493427,212.8557699,279.8676643,219.3086228,232.6004422,197.5023586,214.3322706,262.1188725,259.4188271,215.1646029,258.7139183
142,22,6,1,211.8714912,209.296014,203.0529719,248.1073104,254.9832759,224.5246114,201.7601078,206.2053277,193.4046788,259.2126627,223.3100353,271.4398446,206.2824286,235.3626848,193.5012457,214.120324,261.3352441,258.6270652,211.5436558,259.8499818
143,23,6,1,212.7389288,219.5809142,201.466223,254.7119022,248.8961416,222.3111246,200.8018555,201.9722672,184.2581682,254.2065468,225.0016283,261.9670394,202.9477135,226.4999123,196.189215,215.4984309,253.024532,258.950029,213.5302643,255.9630481
144,0,7,1,211.8960906,223.3215979,205.0409535,257.6420926,247.3525742,218.0540674,198.6427698,201.6414898,179.8486229,255.9634731,221.8589457,258.4482567,184.4429973,222.4892825,197.5868662,214.9883383,248.6910288,259.5453269,212.6720916,253.9671408
145,1,7,1,210.3989969,226.9992506,203.1117437,260.5816457,245.01805,213.0338441,196.3434022,204.8653279,180.2233748,253.9274053,224.6547012,256.410558,186.4746575,226.7993384,196.1377091,213.9910924,251.5039421,260.9249427,212.6364746,253.6319178
146,2,7,1,211.8887751,230.9417216,202.0411285,269.3068866,247.9655305,209.514566,199.3164073,205.5550255,180.4153258,253.6621992,221.8577987,256.4043315,189.7376997,220.3784389,196.2908439,213.4740239,248.0178335,261.4177671,212.224053,253.0381651
147,3,7,1,213.657887,229.9483355,206.8759264,270.2174795,247.2403722,209.0163132,199.7513929,205.0145063,180.3561328,254.2570022,218.7227269,257.324415,193.5882278,220.4795078,199.5800278,213.6203643,249.1514072,260.6387977,212.6597198,252.8717367
148,4,7,1,211.3933502,222.1776061,209.1626649,260.4641384,260.2848202,220.3284687,198.9700816,207.6110467,178.1697396,256.7128324,220.3108134,259.3149694,195.9861943,228.2642644,200.8439824,214.1374937,257.0514715,259.2128913,215.1201486,254.8784302
149,5,7,1,211.7021282,216.8438664,222.5859526,250.3431322,269.879834,217.7583293,199.0376952,208.7330573,172.847732,264.8282275,213.7797403,271.6419455,203.2448276,226.17751,204.5095939,215.3059881,258.5602797,264.0664517,215.4210192,254.714089
150,6,7,1,211.0252503,208.9524637,226.9102558,249.4839181,265.6399974,222.4011037,202.4527514,209.1481123,170.9216752,275.6935798,208.2100396,280.4384821,207.5213443,227.0314212,212.1223301,217.0505861,257.8153182,265.9775341,213.8327532,261.276635
151,7,7,1,205.2617529,183.8369885,209.8261039,184.3114724,207.8751773,206.6648155,190.2278806,197.4368282,161.0636439,227.4887044,211.026444,271.7942284,202.6066952,196.6308682,193.7305105,194.099325,195.216397,247.1363326,195.7432888,247.3305755
152,8,7,1,185.1367495,159.9309567,150.0236663,142.3990497,150.6096441,161.2125435,163.8079823,176.3503656,138.3904254,170.6223126,184.0428398,204.7579947,192.2479643,146.2398702,146.2367121,156.2020211,147.312088,171.8023281,181.8876079,187.2463462
153,9,7,1,172.2696198,161.9377296,135.9783929,127.1949233,143.811938,147.8263239,161.9081821,175.3970347,129.0265282,140.3869492,180.0191545,161.736295,170.629162,135.7185803,137.3343727,147.5680183,137.8436105,142.6169831,177.1566651,161.2653519
154,10,7,1,173.2762392,160.0572739,135.7497399,123.5287149,138.591348,148.8057341,161.0260874,175.5867071,125.598256,132.5788924,175.7702903,153.1340337,171.6331943,135.640554,137.1918456,143.946343,135.3142582,135.8299973,175.7915901,156.3919758
155,11,7,1,171.6118282,159.7869967,134.2959767,124.7628225,135.9355355,143.2052553,161.9505669,180.1678957,123.4101317,125.9748855,174.979645,146.2874115,172.1579422,137.8314764,136.7920762,141.2500137,134.7951638,138.2069651,173.7039422,151.5284319
156,12,7,1,171.4826199,160.0598109,131.6758426,124.5823937,132.9802687,140.6073937,163.938212,179.3469124,121.9173235,122.7165595,172.0629545,142.6068721,170.6969456,132.7707722,135.1439342,138.7685177,130.0893059,130.8033684,171.2286056,147.2643985
157,13,7,1,173.5906002,157.9065581,131.2345517,125.4626094,133.7120244,143.1474522,160.9519096,177.3682336,122.5079534,124.6604787,171.5320615,141.393216,170.0306044,130.6312459,133.7153694,136.3603406,130.0812365,125.8280385,168.9692811,146.2477241
158,14,7,1,172.4784787,162.9796478,129.5343819,124.1113425,142.9943353,143.1017107,162.8536667,184.5196204,126.0099742,131.866695,171.0457723,144.9597277,183.1435726,130.5832506,133.9106693,137.3333957,133.5860857,128.1735247,172.4191437,148.5378876
159,15,7,1,187.8286104,171.7702527,135.8995012,130.6023853,205.1303113,166.2418787,187.7815127,194.4391431,147.7670346,150.2944143,173.9737147,155.173564,210.1289817,158.8126102,143.9617827,153.5303537,187.0927962,133.8859645,192.9305435,156.5914542
160,16,7,1,205.8067244,205.4967278,165.885265,153.871576,272.0436881,221.0436246,204.8743014,212.2516325,188.2940949,253.2890746,189.5814383,234.1091104,215.3327687,224.0605562,183.5875038,196.9297304,253.4739727,167.1721275,213.157377,223.1364733
161,17,7,1,211.0093644,202.9555318,227.8234846,225.5883096,271.3058619,231.5415475,208.4661185,214.17423,209.5608843,275.763632,212.9288542,282.5520367,230.1907609,236.5934079,223.3492659,216.2583009,264.1644221,262.3643871,215.4755994,258.6468219
162,18,7,1,212.4551651,201.6254361,224.3552759,238.4116528,269.650541,228.8214132,209.2668801,213.8545138,210.2983793,280.8859596,215.5150693,284.1076072,225.7240395,233.5992866,215.709428,215.6073982,264.327254,264.745457,215.5559956,256.3884709
163,19,7,1,211.5986073,201.4961369,221.9357817,235.9576982,265.2887075,223.8349036,207.3573372,213.31535,201.7569233,277.2939528,215.037748,284.0507937,226.3623836,230.3167708,215.1844586,216.9595756,261.6324059,264.9266146,215.291351,258.5540034
164,20,7,1,212.0388544,199.8477733,212.0543294,236.9425654,268.8985368,229.1179087,204.3987566,212.7508791,191.2247201,271.5916741,211.5510798,281.4349234,222.0742864,233.4543766,206.3774948,215.6153701,264.6106096,265.2847973,213.7121657,258.9959601
165,21,7,1,211.6532611,204.113965,209.1943159,234.5930607,263.411508,223.1546867,205.7830519,211.2021387,195.6834944,272.6493427,212.8557699,279.8676643,219.3086228,232.6004422,197.5023586,214.3322706,262.1188725,259.4188271,215.1646029,258.7139183
166,22,7,1,211.8714912,209.296014,203.0529719,248.1073104,254.9832759,224.5246114,201.7601078,206.2053277,193.4046788,259.2126627,223.3100353,271.4398446,206.2824286,235.3626848,193.5012457,214.120324,261.3352441,258.6270652,211.5436558,259.8499818
167,23,7,1,212.7389288,219.5809142,201.466223,254.7119022,248.8961416,222.3111246,200.8018555,201.9722672,184.2581682,254.2065468,225.0016283,261.9670394,202.9477135,226.4999123,196.189215,215.4984309,253.024532,258.950029,213.5302643,255.9630481
168,0,8,1,211.8960906,223.3215979,205.0409535,257.6420926,247.3525742,218.0540674,198.6427698,201.6414898,179.8486229,255.9634731,221.8589457,258.4482567,184.4429973,222.4892825,197.5868662,214.9883383,248.6910288,259.5453269,212.6720916,253.9671408
169,1,8,1,210.3989969,226.9992506,203.1117437,260.5816457,245.01805,213.0338441,196.3434022,204.8653279,180.2233748,253.9274053,224.6547012,256.410558,186.4746575,226.7993384,196.1377091,213.9910924,251.5039421,260.9249427,212.6364746,253.6319178
170,2,8,1,211.8887751,230.9417216,202.0411285,269.3068866,247.9655305,209.514566,199.3164073,205.5550255,180.4153258,253.6621992,221.8577987,256.4043315,189.7376997,220.3784389,196.2908439,213.4740239,248.0178335,261.4177671,212.224053,253.0381651
171,3,8,1,213.657887,229.9483355,206.8759264,270.2174795,247.2403722,209.0163132,199.7513929,205.0145063,180.3561328,254.2570022,218.7227269,257.324415,193.5882278,220.4795078,199.5800278,213.6203643,249.1514072,260.6387977,212.6597198,252.8717367
172,4,8,1,211.3933502,222.1776061,209.1626649,260.4641384,260.2848202,220.3284687,198.9700816,207.6110467,178.1697396,256.7128324,220.3108134,259.3149694,195.9861943,228.2642644,200.8439824,214.1374937,257.0514715,259.2128913,215.1201486,254.8784302
173,5,8,1,211.7021282,216.8438664,222.5859526,250.3431322,269.879834,217.7583293,199.0376952,208.7330573,172.847732,264.8282275,213.7797403,271.6419455,203.2448276,226.17751,204.5095939,215.3059881,258.5602797,264.0664517,215.4210192,254.714089
174,6,8,1,211.0252503,208.9524637,226.9102558,249.4839181,265.6399974,222.4011037,202.4527514,209.1481123,170.9216752,275.6935798,208.2100396,280.4384821,207.5213443,227.0314212,212.1223301,217.0505861,257.8153182,265.9775341,213.8327532,261.276635
175,7,8,1,205.2617529,183.8369885,209.8261039,184.3114724,207.8751773,206.6648155,190.2278806,197.4368282,161.0636439,227.4887044,211.026444,271.7942284,202.6066952,196.6308682,193.7305105,194.099325,195.216397,247.1363326,195.7432888,247.3305755
176,8,8,1,185.1367495,159.9309567,150.0236663,142.3990497,150.6096441,161.2125435,163.8079823,176.3503656,138.3904254,170.6223126,184.0428398,204.7579947,192.2479643,146.2398702,146.2367121,156.2020211,147.312088,171.8023281,181.8876079,187.2463462
177,9,8,1,172.2696198,161.9377296,135.9783929,127.1949233,143.811938,147.8263239,161.9081821,175.3970347,129.0265282,140.3869492,180.0191545,161.736295,170.629162,135.7185803,137.3343727,147.5680183,137.8436105,142.6169831,177.1566651,161.2653519
178,10,8,1,173.2762392,160.0572739,135.7497399,123.5287149,138.591348,148.8057341,161.0260874,175.5867071,125.598256,132.5788924,175.7702903,153.1340337,171.6331943,135.640554,137.1918456,143.946343,135.3142582,135.8299973,175.7915901,156.3919758
179,11,8,1,171.6118282,159.7869967,134.2959767,124.7628225,135.9355355,143.2052553,161.9505669,180.1678957,123.4101317,125.9748855,174.979645,146.2874115,172.1579422,137.8314764,136.7920762,141.2500137,134.7951638,138.2069651,173.7039422,151.5284319
180,12,8,1,171.4826199,160.0598109,131.6758426,124.5823937,132.9802687,140.6073937,163.938212,179.3469124,121.9173235,122.7165595,172.0629545,142.6068721,170.6969456,132.7707722,135.1439342,138.7685177,130.0893059,130.8033684,171.2286056,147.2643985
