Time,Heating:Electricity  [kwh],Heating:Gas  [kbtu],Cooling:Electricity  [kwh],InteriorLights:Electricity  [kwh],ExteriorLights:Electricity  [kwh],InteriorEquipment:Electricity  [kwh],InteriorEquipment:Gas  [kbtu],Fans:Electricity  [kwh],Pumps:Electricity  [kwh],WaterSystems:Electricity  [kwh],WaterSystems:Gas  [kbtu],WaterSystems:Water  [gal],Electricity:Facility  [kwh],Gas:Facility  [kbtu],Water:Facility  [gal]
2009/01/02 04:00:00,0.0,0.0,0.098,0.011,0.001,0.592,0.017,0.055,0.03,0.0,0.0,0.0,0.788,0.017,0.0
2009/01/02 05:00:00,0.0,0.0,0.098,0.012,0.001,0.563,0.025,0.051,0.03,0.0,1.103,0.0,0.756,1.128,0.0
2009/01/02 06:00:00,0.0,0.0,0.098,0.033,0.004,0.616,0.037,0.054,0.03,0.0,0.0,0.0,0.835,0.037,0.0
2009/01/02 07:00:00,0.0,0.0,0.167,0.077,0.009,0.758,0.052,0.115,0.03,0.0,23.9,46.737,1.157,23.952,46.737
2009/01/02 08:00:00,0.0,0.0,0.12,0.098,0.012,0.832,0.068,0.068,0.03,0.0,0.0,0.0,1.159,0.068,0.0
2009/01/02 09:00:00,0.0,0.0,0.102,0.104,0.012,0.694,0.099,0.058,0.03,0.0,0.0,0.0,1.0,0.099,0.0
2009/01/02 10:00:00,0.0,0.0,0.098,0.107,0.013,0.575,0.127,0.05,0.03,0.0,1.103,0.0,0.873,1.23,0.0
2009/01/02 11:00:00,0.0,0.0,0.098,0.104,0.012,0.576,0.132,0.049,0.03,0.0,0.0,0.0,0.87,0.132,0.0
2009/01/02 12:00:00,0.0,0.0,0.031,0.1,0.012,0.625,0.128,0.014,0.01,0.0,5.852,9.503,0.791,5.98,9.503
2009/01/02 13:00:00,0.0,0.0,0.098,0.097,0.012,0.611,0.125,0.048,0.03,0.0,0.0,0.0,0.895,0.125,0.0
2009/01/02 14:00:00,0.0,0.0,0.098,0.096,0.012,0.623,0.1,0.047,0.03,0.0,1.103,0.0,0.906,1.203,0.0
2009/01/02 15:00:00,0.0,0.0,0.117,0.097,0.012,1.106,0.093,0.066,0.03,0.0,2.343,3.126,1.429,2.436,3.126
2009/01/02 16:00:00,0.0,0.0,0.098,0.104,0.013,0.663,0.09,0.053,0.03,0.0,0.0,0.0,0.961,0.09,0.0
2009/01/02 17:00:00,0.0,0.0,0.108,0.125,0.015,0.852,0.101,0.062,0.03,0.0,1.103,0.0,1.193,1.204,0.0
2009/01/02 18:00:00,0.0,0.0,0.153,0.166,0.02,1.14,0.106,0.084,0.03,0.0,0.0,0.0,1.593,0.106,0.0
2009/01/02 19:00:00,0.0,0.0,0.162,0.208,0.025,1.197,0.084,0.122,0.03,0.0,1.103,0.0,1.745,1.186,0.0
2009/01/02 20:00:00,0.0,0.0,0.227,0.219,0.026,1.136,0.074,0.172,0.03,0.0,11.395,23.925,1.81,11.469,23.925
2009/01/02 21:00:00,0.0,0.0,0.188,0.187,0.022,1.134,0.066,0.129,0.03,0.0,0.793,0.0,1.691,0.86,0.0
2009/01/02 22:00:00,0.0,0.0,0.165,0.142,0.017,1.086,0.062,0.122,0.03,0.0,0.0,0.0,1.563,0.062,0.0
2009/01/02 23:00:00,0.0,0.0,0.146,0.122,0.015,0.932,0.051,0.08,0.03,0.0,1.103,0.0,1.324,1.154,0.0
2009/01/03 00:00:00,0.0,0.0,0.109,0.054,0.007,0.799,0.044,0.062,0.03,0.0,0.0,0.0,1.061,0.044,0.0
2009/01/03 01:00:00,0.0,0.0,0.098,0.027,0.003,0.66,0.032,0.049,0.03,0.0,1.103,0.0,0.867,1.135,0.0
2009/01/03 02:00:00,0.0,0.0,0.098,0.016,0.002,0.618,0.021,0.048,0.03,0.0,0.0,0.0,0.812,0.021,0.0
2009/01/03 03:00:00,0.0,0.0,0.098,0.011,0.001,0.607,0.017,0.053,0.03,0.0,1.103,0.0,0.801,1.12,0.0
2009/01/03 04:00:00,0.0,0.0,0.098,0.011,0.001,0.592,0.017,0.054,0.03,0.0,0.0,0.0,0.787,0.017,0.0
2009/01/03 05:00:00,0.0,0.0,0.098,0.012,0.001,0.563,0.025,0.044,0.03,0.0,1.103,0.0,0.749,1.128,0.0
2009/01/03 06:00:00,0.0,0.0,0.098,0.033,0.004,0.616,0.037,0.046,0.03,0.0,0.0,0.0,0.827,0.037,0.0
2009/01/03 07:00:00,0.0,0.0,0.045,0.077,0.009,0.758,0.052,0.021,0.03,0.0,1.103,0.0,0.94,1.155,0.0
2009/01/03 08:00:00,0.0,0.0,0.155,0.098,0.012,0.832,0.068,0.1,0.03,0.0,8.233,17.94,1.227,8.301,17.94
2009/01/03 09:00:00,0.0,0.0,0.114,0.104,0.012,0.694,0.099,0.066,0.03,0.0,1.103,0.0,1.02,1.202,0.0
2009/01/03 10:00:00,0.0,0.0,0.126,0.107,0.013,0.575,0.127,0.073,0.03,0.0,0.0,0.0,0.924,0.127,0.0
2009/01/03 11:00:00,0.0,0.0,0.145,0.104,0.012,0.576,0.132,0.089,0.03,0.0,1.103,0.0,0.956,1.235,0.0
2009/01/03 12:00:00,0.0,0.0,0.098,0.1,0.012,0.625,0.128,0.051,0.03,0.0,0.0,0.0,0.916,0.128,0.0
2009/01/03 13:00:00,0.0,0.0,0.141,0.097,0.012,0.611,0.125,0.085,0.03,0.0,1.103,0.0,0.975,1.228,0.0
2009/01/03 14:00:00,0.0,0.0,0.154,0.096,0.012,0.623,0.1,0.106,0.03,0.0,4.349,8.752,1.02,4.45,8.752
2009/01/03 15:00:00,0.0,0.0,0.139,0.097,0.012,0.675,0.093,0.084,0.03,0.0,0.748,0.0,1.038,0.841,0.0
2009/01/03 16:00:00,0.0,0.0,0.138,0.104,0.013,0.663,0.09,0.085,0.03,0.0,0.355,0.0,1.033,0.445,0.0
2009/01/03 17:00:00,0.0,0.0,0.136,0.125,0.015,0.852,0.101,0.095,0.03,0.0,0.0,0.0,1.253,0.101,0.0
2009/01/03 18:00:00,0.0,0.0,0.146,0.166,0.02,1.14,0.106,0.123,0.03,0.0,1.103,0.0,1.625,1.209,0.0
2009/01/03 19:00:00,0.0,0.0,0.206,0.208,0.025,1.197,0.084,0.162,0.03,0.0,10.243,20.246,1.829,10.327,20.246
2009/01/03 20:00:00,0.0,0.0,0.213,0.219,0.026,1.633,0.074,0.159,0.03,0.0,2.411,3.605,2.28,2.486,3.605
2009/01/03 21:00:00,0.0,0.0,0.18,0.187,0.022,1.134,0.066,0.14,0.03,0.0,1.103,0.0,1.694,1.17,0.0
2009/01/03 22:00:00,0.0,0.0,0.167,0.142,0.017,1.086,0.062,0.133,0.03,0.0,0.0,0.0,1.574,0.062,0.0
2009/01/03 23:00:00,0.0,0.0,0.145,0.122,0.015,0.932,0.051,0.119,0.03,0.0,1.103,0.0,1.363,1.154,0.0
2009/01/04 00:00:00,0.0,0.0,0.136,0.054,0.007,0.799,0.044,0.081,0.03,0.0,0.0,0.0,1.107,0.044,0.0
2009/01/04 01:00:00,0.0,0.0,0.113,0.027,0.003,0.66,0.032,0.069,0.03,0.0,1.103,0.0,0.902,1.135,0.0
2009/01/04 02:00:00,0.0,0.0,0.099,0.016,0.002,0.618,0.021,0.06,0.03,0.0,0.0,0.0,0.825,0.021,0.0
2009/01/04 03:00:00,0.0,0.0,0.098,0.011,0.001,0.607,0.017,0.052,0.03,0.0,0.0,0.0,0.8,0.017,0.0
2009/01/04 04:00:00,0.0,0.0,0.098,0.011,0.001,0.592,0.017,0.046,0.03,0.0,1.103,0.0,0.779,1.12,0.0
2009/01/04 05:00:00,0.0,0.0,0.096,0.012,0.001,0.563,0.025,0.041,0.03,0.0,0.0,0.0,0.743,0.025,0.0
2009/01/04 06:00:00,0.0,0.0,0.098,0.033,0.004,0.616,0.037,0.043,0.03,0.0,1.103,0.0,0.824,1.14,0.0
2009/01/04 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,2.235,0.844,1.155,2.235
2009/01/04 08:00:00,0.0,0.0,0.18,0.098,0.012,0.832,0.068,0.139,0.03,0.0,18.002,34.688,1.291,18.07,34.688
2009/01/04 09:00:00,0.0,0.0,0.101,0.104,0.012,0.694,0.099,0.061,0.03,0.0,0.0,0.0,1.002,0.099,0.0
2009/01/04 10:00:00,0.0,0.0,0.105,0.107,0.013,0.575,0.127,0.064,0.03,0.0,0.615,0.0,0.895,0.742,0.0
2009/01/04 11:00:00,0.0,0.0,0.119,0.104,0.012,0.617,0.132,0.072,0.03,0.0,0.488,1.096,0.954,0.62,1.096
2009/01/04 12:00:00,0.0,0.0,0.085,0.1,0.012,0.625,0.128,0.036,0.03,0.0,1.103,0.0,0.888,1.23,0.0
2009/01/04 13:00:00,0.0,0.0,0.125,0.097,0.012,0.611,0.125,0.077,0.03,0.0,0.0,0.483,0.952,0.125,0.483
2009/01/04 14:00:00,0.0,0.0,0.134,0.096,0.012,0.623,0.1,0.081,0.03,0.0,1.15,1.406,0.975,1.25,1.406
2009/01/04 15:00:00,0.0,0.0,0.14,0.097,0.012,0.675,0.093,0.085,0.03,0.0,1.103,0.0,1.039,1.196,0.0
2009/01/04 16:00:00,0.0,0.0,0.132,0.104,0.013,0.699,0.09,0.086,0.03,0.0,1.103,0.865,1.064,1.193,0.865
2009/01/04 17:00:00,0.0,0.0,0.135,0.125,0.015,0.852,0.101,0.083,0.03,0.0,0.0,0.0,1.241,0.101,0.0
2009/01/04 18:00:00,0.0,0.0,0.143,0.166,0.02,1.14,0.106,0.121,0.03,0.0,1.103,0.0,1.62,1.209,0.0
2009/01/04 19:00:00,0.0,0.0,0.169,0.208,0.025,1.197,0.084,0.136,0.03,0.0,2.428,4.619,1.766,2.511,4.619
2009/01/04 20:00:00,0.0,0.0,0.168,0.219,0.026,1.136,0.074,0.134,0.03,0.0,0.0,0.41,1.713,0.074,0.41
2009/01/04 21:00:00,0.0,0.0,0.177,0.187,0.022,1.18,0.066,0.139,0.03,0.0,2.248,2.064,1.735,2.315,2.064
2009/01/04 22:00:00,0.0,0.0,0.16,0.142,0.017,1.086,0.062,0.128,0.03,0.0,0.0,0.0,1.563,0.062,0.0
2009/01/04 23:00:00,0.0,0.0,0.141,0.122,0.015,0.932,0.051,0.116,0.03,0.0,2.298,2.817,1.356,2.349,2.817
2009/01/05 00:00:00,0.0,0.0,0.134,0.054,0.007,0.799,0.044,0.084,0.03,0.0,1.343,3.34,1.108,1.387,3.34
2009/01/05 01:00:00,0.0,0.0,0.106,0.027,0.003,0.66,0.032,0.064,0.03,0.0,0.937,0.0,0.891,0.969,0.0
2009/01/05 02:00:00,0.0,0.0,0.098,0.016,0.002,0.618,0.021,0.055,0.03,0.0,0.0,0.0,0.819,0.021,0.0
2009/01/05 03:00:00,0.0,0.0,0.098,0.011,0.001,0.607,0.017,0.05,0.03,0.0,1.103,0.0,0.798,1.12,0.0
2009/01/05 04:00:00,0.0,0.0,0.098,0.011,0.001,0.592,0.017,0.046,0.03,0.0,0.0,0.0,0.779,0.017,0.0
2009/01/05 05:00:00,0.0,0.0,0.098,0.012,0.001,0.563,0.025,0.042,0.03,0.0,1.103,0.0,0.746,1.128,0.0
2009/01/05 06:00:00,0.0,0.0,0.098,0.033,0.004,0.616,0.037,0.045,0.03,0.0,1.182,2.842,0.826,1.219,2.842
2009/01/05 07:00:00,0.0,0.0,0.009,0.077,0.009,0.758,0.052,0.004,0.015,0.0,1.103,0.055,0.873,1.155,0.055
2009/01/05 08:00:00,0.0,0.0,0.099,0.098,0.012,0.832,0.068,0.06,0.03,0.0,0.0,0.0,1.131,0.068,0.0
2009/01/05 09:00:00,0.0,0.0,0.098,0.104,0.012,0.694,0.099,0.05,0.03,0.0,1.103,0.474,0.989,1.202,0.474
2009/01/05 10:00:00,0.0,0.0,0.098,0.107,0.013,0.651,0.127,0.045,0.03,0.0,1.181,3.009,0.943,1.308,3.009
2009/01/05 11:00:00,0.0,0.0,0.098,0.104,0.012,0.576,0.132,0.053,0.03,0.0,1.103,0.628,0.874,1.235,0.628
2009/01/05 12:00:00,0.0,0.0,0.028,0.1,0.012,0.625,0.128,0.014,0.025,0.0,4.045,6.763,0.803,4.172,6.763
2009/01/05 13:00:00,0.0,0.0,0.098,0.097,0.012,0.611,0.125,0.053,0.03,0.0,1.17,1.029,0.901,1.296,1.029
2009/01/05 14:00:00,0.0,0.0,0.098,0.096,0.012,0.623,0.1,0.052,0.03,0.0,1.187,1.579,0.91,1.287,1.579
2009/01/05 15:00:00,0.0,0.0,0.098,0.097,0.012,0.675,0.093,0.05,0.03,0.0,1.183,1.454,0.963,1.276,1.454
2009/01/05 16:00:00,0.0,0.0,0.098,0.104,0.013,0.663,0.09,0.049,0.03,0.0,1.198,1.406,0.957,1.289,1.406
2009/01/05 17:00:00,0.0,0.0,0.1,0.125,0.015,0.852,0.101,0.061,0.03,0.0,0.0,0.002,1.185,0.101,0.002
2009/01/05 18:00:00,0.0,0.0,0.135,0.166,0.02,1.14,0.106,0.081,0.03,0.0,1.103,0.0,1.571,1.209,0.0
2009/01/05 19:00:00,0.0,0.0,0.138,0.208,0.025,1.197,0.084,0.114,0.03,0.0,2.487,3.551,1.713,2.57,3.551
2009/01/05 20:00:00,0.0,0.0,0.137,0.219,0.026,1.136,0.074,0.113,0.03,0.0,0.0,0.0,1.661,0.074,0.0
2009/01/05 21:00:00,0.0,0.0,0.138,0.187,0.022,1.134,0.066,0.113,0.03,0.0,0.092,0.0,1.625,0.158,0.0
2009/01/05 22:00:00,0.0,0.0,0.147,0.142,0.017,1.086,0.062,0.096,0.03,0.0,3.572,4.576,1.517,3.634,4.576
2009/01/05 23:00:00,0.0,0.0,0.127,0.122,0.015,0.932,0.051,0.075,0.03,0.0,0.0,0.0,1.301,0.051,0.0
2009/01/06 00:00:00,0.0,0.0,0.109,0.054,0.007,0.799,0.044,0.065,0.03,0.0,1.152,0.859,1.064,1.196,0.859
2009/01/06 01:00:00,0.0,0.0,0.098,0.027,0.003,0.66,0.032,0.054,0.03,0.0,1.177,1.193,0.873,1.209,1.193
2009/01/06 02:00:00,0.0,0.0,0.098,0.016,0.002,0.618,0.021,0.047,0.03,0.0,0.0,0.435,0.811,0.021,0.435
2009/01/06 03:00:00,0.0,0.0,0.096,0.011,0.001,0.607,0.017,0.041,0.03,0.0,1.103,0.0,0.786,1.121,0.0
2009/01/06 04:00:00,0.0,0.0,0.066,0.011,0.001,0.592,0.017,0.03,0.03,0.0,0.0,0.0,0.73,0.017,0.0
2009/01/06 05:00:00,0.0,0.0,0.058,0.012,0.001,0.563,0.025,0.027,0.03,0.0,1.103,0.0,0.692,1.128,0.0
2009/01/06 06:00:00,0.0,0.0,0.065,0.033,0.004,0.616,0.037,0.029,0.03,0.0,0.0,0.0,0.776,0.037,0.0
2009/01/06 07:00:00,0.0,0.0,0.06,0.077,0.009,0.758,0.052,0.047,0.01,0.0,14.66,27.674,0.961,14.711,27.674
2009/01/06 08:00:00,0.0,0.0,0.098,0.098,0.012,0.832,0.068,0.047,0.03,0.0,1.255,2.144,1.117,1.322,2.144
2009/01/06 09:00:00,0.0,0.0,0.098,0.104,0.012,0.694,0.099,0.042,0.03,0.0,0.0,0.004,0.981,0.099,0.004
2009/01/06 10:00:00,0.0,0.0,0.087,0.107,0.013,0.575,0.127,0.036,0.03,0.0,1.103,1.619,0.848,1.23,1.619
2009/01/06 11:00:00,0.0,0.0,0.069,0.104,0.012,0.576,0.132,0.031,0.03,0.0,1.103,0.0,0.822,1.235,0.0
2009/01/06 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,1.147,0.711,0.737,1.274,0.711
2009/01/06 13:00:00,0.0,0.0,0.043,0.097,0.012,0.611,0.125,0.02,0.024,0.0,0.0,0.754,0.807,0.125,0.754
2009/01/06 14:00:00,0.0,0.0,0.068,0.096,0.012,0.623,0.1,0.03,0.03,0.0,1.103,1.024,0.859,1.203,1.024
2009/01/06 15:00:00,0.0,0.0,0.078,0.097,0.012,0.778,0.093,0.035,0.03,0.0,1.346,2.435,1.03,1.439,2.435
2009/01/06 16:00:00,0.0,0.0,0.094,0.104,0.013,0.663,0.09,0.04,0.03,0.0,0.879,0.064,0.943,0.97,0.064
2009/01/06 17:00:00,0.0,0.0,0.098,0.125,0.015,0.852,0.101,0.05,0.03,0.0,1.205,1.505,1.171,1.306,1.505
2009/01/06 18:00:00,0.0,0.0,0.107,0.166,0.02,1.14,0.106,0.063,0.03,0.0,0.0,0.0,1.526,0.106,0.0
2009/01/06 19:00:00,0.0,0.0,0.138,0.208,0.025,1.197,0.084,0.079,0.03,0.0,1.103,1.221,1.677,1.187,1.221
2009/01/06 20:00:00,0.0,0.0,0.145,0.219,0.026,1.136,0.074,0.093,0.03,0.0,2.294,1.973,1.649,2.368,1.973
2009/01/06 21:00:00,0.0,0.0,0.154,0.187,0.022,1.134,0.066,0.087,0.03,0.0,0.0,0.0,1.614,0.066,0.0
2009/01/06 22:00:00,0.0,0.0,0.149,0.142,0.017,1.086,0.062,0.085,0.03,0.0,1.136,0.52,1.509,1.198,0.52
2009/01/06 23:00:00,0.0,0.0,0.131,0.122,0.015,0.932,0.051,0.076,0.03,0.0,0.0,0.0,1.305,0.051,0.0
2009/01/07 00:00:00,0.0,0.0,0.119,0.054,0.007,0.799,0.044,0.071,0.03,0.0,1.104,0.087,1.08,1.148,0.087
2009/01/07 01:00:00,0.0,0.0,0.101,0.027,0.003,0.66,0.032,0.058,0.03,0.0,0.0,0.0,0.879,0.032,0.0
2009/01/07 02:00:00,0.0,0.0,0.098,0.016,0.002,0.618,0.021,0.046,0.03,0.0,1.103,0.0,0.81,1.124,0.0
2009/01/07 03:00:00,0.0,0.0,0.098,0.011,0.001,0.607,0.017,0.046,0.03,0.0,0.0,0.072,0.794,0.017,0.072
2009/01/07 04:00:00,0.0,0.0,0.098,0.011,0.001,0.592,0.017,0.045,0.03,0.0,1.103,0.0,0.778,1.12,0.0
2009/01/07 05:00:00,0.0,0.0,0.098,0.012,0.001,0.563,0.025,0.043,0.03,0.0,0.0,0.0,0.747,0.025,0.0
2009/01/07 06:00:00,0.0,0.0,0.145,0.033,0.004,0.616,0.037,0.089,0.03,0.0,11.208,22.147,0.917,11.245,22.147
2009/01/07 07:00:00,0.0,0.0,0.045,0.077,0.009,0.758,0.052,0.021,0.03,0.0,1.937,2.282,0.94,1.988,2.282
2009/01/07 08:00:00,0.0,0.0,0.109,0.098,0.012,0.832,0.068,0.064,0.03,0.0,0.0,0.0,1.145,0.068,0.0
2009/01/07 09:00:00,0.0,0.0,0.104,0.104,0.012,0.749,0.099,0.06,0.03,0.0,2.415,3.516,1.059,2.514,3.516
2009/01/07 10:00:00,0.0,0.0,0.098,0.107,0.013,0.635,0.127,0.049,0.03,0.0,1.159,1.461,0.931,1.286,1.461
2009/01/07 11:00:00,0.0,0.0,0.098,0.104,0.012,0.597,0.132,0.046,0.03,0.0,0.0,0.49,0.888,0.132,0.49
2009/01/07 12:00:00,0.0,0.0,0.0,0.1,0.012,0.625,0.128,0.0,0.0,0.0,2.249,2.118,0.737,2.377,2.118
2009/01/07 13:00:00,0.0,0.0,0.092,0.097,0.012,0.654,0.125,0.043,0.028,0.0,1.25,3.107,0.925,1.376,3.107
2009/01/07 14:00:00,0.0,0.0,0.098,0.096,0.012,0.623,0.1,0.045,0.03,0.0,1.2,1.578,0.904,1.301,1.578
2009/01/07 15:00:00,0.0,0.0,0.098,0.097,0.012,0.675,0.093,0.046,0.03,0.0,1.103,0.0,0.959,1.195,0.0
2009/01/07 16:00:00,0.0,0.0,0.098,0.104,0.013,0.663,0.09,0.049,0.03,0.0,1.18,1.558,0.957,1.27,1.558
2009/01/07 17:00:00,0.0,0.0,0.111,0.125,0.015,1.048,0.101,0.065,0.03,0.0,1.176,1.417,1.394,1.277,1.417
2009/01/07 18:00:00,0.0,0.0,0.152,0.166,0.02,1.461,0.106,0.097,0.03,0.0,2.398,2.763,1.926,2.504,2.763
2009/01/07 19:00:00,0.0,0.0,0.139,0.208,0.025,1.197,0.084,0.112,0.03,0.0,0.0,0.0,1.711,0.084,0.0
2009/01/07 20:00:00,0.0,0.0,0.154,0.219,0.026,1.136,0.074,0.121,0.03,0.0,2.521,4.421,1.686,2.595,4.421
2009/01/07 21:00:00,0.0,0.0,0.154,0.187,0.022,1.134,0.066,0.12,0.03,0.0,1.103,1.224,1.648,1.169,1.224
2009/01/07 22:00:00,0.0,0.0,0.186,0.142,0.017,1.086,0.062,0.137,0.03,0.0,10.682,19.522,1.598,10.744,19.522
2009/01/07 23:00:00,0.0,0.0,0.137,0.122,0.015,0.932,0.051,0.111,0.03,0.0,0.0,0.0,1.347,0.051,0.0
2009/01/08 00:00:00,0.0,0.0,0.143,0.054,0.007,0.799,0.044,0.093,0.03,0.0,5.88,11.989,1.126,5.924,11.989
2009/01/08 01:00:00,0.0,0.0,0.104,0.027,0.003,0.66,0.032,0.061,0.03,0.0,1.103,0.0,0.886,1.135,0.0
2009/01/08 02:00:00,0.0,0.0,0.098,0.016,0.002,0.618,0.021,0.055,0.03,0.0,0.0,0.0,0.819,0.021,0.0
2009/01/08 03:00:00,0.0,0.0,0.098,0.011,0.001,0.607,0.017,0.048,0.03,0.0,1.103,0.0,0.796,1.121,0.0
2009/01/08 04:00:00,0.0,0.0,0.098,0.011,0.001,0.592,0.017,0.043,0.03,0.0,0.0,0.0,0.776,0.017,0.0
2009/01/08 05:00:00,0.0,0.0,0.096,0.012,0.001,0.563,0.025,0.039,0.03,0.0,1.103,0.0,0.742,1.128,0.0
2009/01/08 06:00:00,0.0,0.0,0.098,0.033,0.004,0.616,0.037,0.04,0.03,0.0,0.0,0.0,0.821,0.037,0.0
2009/01/08 07:00:00,0.0,0.0,0.0,0.077,0.009,0.758,0.052,0.0,0.0,0.0,1.103,0.0,0.844,1.155,0.0
2009/01/08 08:00:00,0.0,0.0,0.144,0.098,0.012,0.832,0.068,0.101,0.028,0.0,11.387,28.029,1.215,11.455,28.029
2009/01/08 09:00:00,0.0,0.0,0.103,0.104,0.012,0.694,0.099,0.06,0.028,0.0,2.892,0.0,1.001,2.992,0.0
2009/01/08 10:00:00,0.0,0.0,0.104,0.107,0.013,0.575,0.127,0.061,0.03,0.0,0.0,0.0,0.89,0.127,0.0
2009/01/08 11:00:00,0.0,0.0,0.122,0.104,0.012,0.576,0.132,0.071,0.03,0.0,1.103,0.0,0.915,1.235,0.0
2009/01/08 12:00:00,0.0,0.0,0.089,0.1,0.012,0.625,0.128,0.037,0.03,0.0,0.0,0.0,0.892,0.128,0.0
2009/01/08 13:00:00,0.0,0.0,0.137,0.097,0.012,0.611,0.125,0.081,0.03,0.0,1.103,0.0,0.968,1.228,0.0
2009/01/08 14:00:00,0.0,0.0,0.143,0.096,0.012,0.623,0.1,0.084,0.03,0.0,0.0,0.0,0.988,0.1,0.0
2009/01/08 15:00:00,0.0,0.0,0.145,0.097,0.012,0.732,0.093,0.092,0.03,0.0,1.16,1.346,1.108,1.252,1.346
2009/01/08 16:00:00,0.0,0.0,0.136,0.104,0.013,0.681,0.09,0.082,0.03,0.0,1.103,0.443,1.046,1.193,0.443
2009/01/08 17:00:00,0.0,0.0,0.141,0.125,0.015,0.852,0.101,0.085,0.03,0.0,0.0,0.0,1.249,0.101,0.0
