Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Combined	Option=None	"Option=AC, SEER 8"	"Option=AC, SEER 10"	"Option=AC, SEER 13"	"Option=AC, SEER 15"	"Option=FIXME Room AC, EER 8.5, 20% Conditioned"	"Option=FIXME Room AC, EER 10.7, 20% Conditioned"
CR06	1990s	None	No	0.447277089	0.013668528	0.254453835	0.135799222	0.020708003	0.042697774	0.085395549
CR06	2000s	None	No	0.356041696	0	0.212072581	0.204430497	0.026757702	0.066899175	0.133798349
CR06	<1950	None	No	0.727709249	0	0	0	0	0.090763584	0.181527167
CR07	1950s	None	No	0.126477929	0.042745747	0.252741196	0.155556159	0.025404157	0.132358271	0.264716542
CR07	1960s	None	No	0.191613677	0.048981168	0.290385202	0.188552615	0.033439063	0.082342758	0.164685516
CR07	1970s	None	No	0.094994297	0.07265516	0.33687827	0.215087907	0.038179404	0.080734987	0.161469975
CR07	1980s	None	No	0.143353699	0.096948042	0.313495213	0.205232093	0.036998892	0.067990687	0.135981374
CR07	1990s	None	No	0.091497495	0.02535068	0.471929237	0.251863459	0.038406622	0.040317503	0.080635005
CR07	2000s	None	No	0.049768061	0	0.429592177	0.414111725	0.054202667	0.01744179	0.03488358
CR07	<1950	None	No	0.182380528	0.019589678	0.157367229	0.10600428	0.018091271	0.172189004	0.344378009
CR08	1950s	None	No	0.04481022	0.066418378	0.392709486	0.241703292	0.039473	0.071628541	0.143257082
CR08	1960s	None	No	0.052817015	0.070401133	0.417373617	0.2710086	0.048062307	0.046779109	0.093558218
CR08	1970s	None	No	0.013730541	0.097871761	0.453799421	0.289738983	0.051430421	0.031142958	0.062285915
CR08	1980s	None	No	0.051568003	0.132478139	0.428386809	0.280446775	0.050558467	0.018853936	0.037707871
CR08	1990s	None	No	0.00583215	0.030636611	0.570332326	0.304380108	0.046414878	0.014134642	0.028269285
CR08	2000s	None	No	0.001993044	0	0.463922732	0.447205171	0.058534235	0.009448273	0.018896545
CR08	<1950	None	No	0.11593383	0.036414699	0.292525499	0.197048364	0.033629353	0.108149418	0.216298836
CR09	1950s	None	No	0.067761535	0.059245945	0.350301307	0.215602072	0.035210363	0.090626259	0.181252519
CR09	1960s	None	No	0.031929902	0.068368191	0.405321303	0.263182804	0.046674433	0.061507789	0.123015577
CR09	1970s	None	No	0.025472929	0.095669644	0.443588923	0.283219849	0.050273236	0.033925139	0.067850279
CR09	1980s	None	No	0.025193083	0.129608662	0.419107948	0.274372297	0.049463371	0.03408488	0.068169759
CR09	1990s	None	No	0.006767607	0.03079576	0.573295046	0.30596128	0.04665599	0.012174772	0.024349544
CR09	2000s	None	No	0.016821668	0	0.460382904	0.443792901	0.058087607	0.00697164	0.013943281
CR09	<1950	None	No	0.064586527	0.037178832	0.298663909	0.201183263	0.034335038	0.12135081	0.242701621
CR10	1950s	None	No	0.446802264	0.034895275	0.206324004	0.126987488	0.020738555	0.054750804	0.109501609
CR10	1960s	None	No	0.159198694	0.061952251	0.367284356	0.238484694	0.04229432	0.043595228	0.087190457
CR10	1970s	None	No	0.247925931	0.075309519	0.349185666	0.222945855	0.039574237	0.021686264	0.043372528
CR10	1980s	None	No	0.193168242	0.110439034	0.357120244	0.233791561	0.042147545	0.021111124	0.042222249
CR10	1990s	None	No	0.093462779	0.028332369	0.527436476	0.281487064	0.042923921	0.008785797	0.017571594
CR10	2000s	None	No	0.113297603	0	0.419650712	0.404528503	0.052948329	0.003191618	0.006383236
CR10	<1950	None	No	0.325497844	0.02442988	0.196249396	0.132195732	0.022561248	0.099688633	0.199377267
CR11	1950s	None	No	0.393535302	0.036967815	0.218578234	0.134529673	0.021970283	0.064806231	0.129612461
CR11	1960s	None	No	0.405378521	0.036850675	0.218469488	0.141856379	0.02515767	0.057429089	0.114858178
CR11	1970s	None	No	0.382292516	0.057135344	0.264917948	0.169143135	0.030023929	0.032162376	0.064324752
CR11	1980s	None	No	0.307079324	0.085678152	0.27705243	0.18137454	0.032697893	0.038705887	0.077411773
CR11	1990s	None	No	0.307343006	0.020914079	0.389337299	0.207785047	0.031685111	0.014311819	0.028623638
CR11	2000s	None	No	0.19573193	0	0.370858511	0.35749454	0.046792101	0.009707639	0.019415279
CR11	<1950	None	No	0.552438298	0.015812845	0.127027288	0.085566966	0.014603327	0.068183759	0.136367517
CR02	1950s	Other Fuel	No	0.186420765	0.055513775	0.328234241	0.202020321	0.032992303	0.064939532	0.129879064
CR02	1960s	Other Fuel	No	0.135931646	0.067677175	0.40122461	0.260522744	0.046202682	0.029480381	0.058960762
CR02	1970s	Other Fuel	No	0.093466577	0.085711703	0.397417201	0.253740421	0.045040459	0.041541213	0.083082426
CR02	1980s	Other Fuel	No	0.114365723	0.124609629	0.402942869	0.263789701	0.047555558	0.01557884	0.03115768
CR02	1990s	Other Fuel	No	0.019074877	0.030542674	0.56858359	0.303446827	0.046272562	0.010693157	0.021386314
CR02	2000s	Other Fuel	No	0.055423349	0	0.451920894	0.435635822	0.057019935	0	0
CR02	<1950	Other Fuel	No	0.230846994	0.032352948	0.25989676	0.17506929	0.029878284	0.090651908	0.181303816
CR05	1950s	Other Fuel	No	0.588129576	0.021742692	0.128557212	0.079123888	0.012921865	0.056508255	0.113016511
CR05	1960s	Other Fuel	No	0.530945968	0.03760222	0.222925029	0.144749447	0.025670744	0.012702197	0.025404395
CR05	1970s	Other Fuel	No	0.395034277	0.049370059	0.228912853	0.14615483	0.025943366	0.051528205	0.10305641
CR05	1980s	Other Fuel	No	0.267686178	0.070610436	0.228328836	0.149477259	0.026947506	0.085649929	0.171299857
CR05	1990s	Other Fuel	No	0.314985845	0.020809494	0.387390329	0.206745971	0.031526663	0.012847233	0.025694466
CR05	2000s	Other Fuel	No	0.259219639	0	0.354417107	0.341645605	0.04471765	0	0
CR05	<1950	Other Fuel	No	0.555896047	0.008184448	0.06574707	0.044287943	0.007558423	0.10610869	0.212217379
CR03	1950s	Other Fuel	No	0.39408637	0.013996268	0.082755214	0.050933854	0.0083181	0.149970065	0.29994013
CR03	1960s	Other Fuel	No	0.314850507	0.019989148	0.118505802	0.076948063	0.013646436	0.152020015	0.30404003
CR03	1970s	Other Fuel	No	0.259553547	0.017888877	0.082944886	0.052958126	0.009400388	0.192418059	0.384836118
CR03	1980s	Other Fuel	No	0.298672896	0.043252837	0.139864168	0.091563172	0.016506853	0.136713358	0.273426717
CR03	1990s	Other Fuel	No	0.22290051	0.01190126	0.221554315	0.118241108	0.018030569	0.135790746	0.271581491
CR03	2000s	Other Fuel	No	0.253427856	0	0.193703336	0.186723192	0.024440011	0.113901868	0.227803737
CR03	<1950	Other Fuel	No	0.324210261	0.006410732	0.051498509	0.034689957	0.005920378	0.192423387	0.384846775
CR04	1950s	Other Fuel	No	0.143657606	0.058075897	0.343383207	0.211344147	0.034514994	0.069674717	0.139349433
CR04	1960s	Other Fuel	No	0.163249643	0.057174664	0.338960399	0.220093411	0.039032699	0.060496395	0.120992789
CR04	1970s	Other Fuel	No	0.136225024	0.076760573	0.35591373	0.227241547	0.040336748	0.054507459	0.109014919
CR04	1980s	Other Fuel	No	0.120444959	0.118202074	0.382223134	0.250225365	0.045110203	0.027931422	0.055862843
CR04	1990s	Other Fuel	No	0	0.031433815	0.585173097	0.312300465	0.047622652	0.007823324	0.015646647
CR04	2000s	Other Fuel	No	0.047924349	0	0.442781869	0.426826123	0.055866842	0.008866939	0.017733878
CR04	<1950	Other Fuel	No	0.158997743	0.031920003	0.256418839	0.172726524	0.029478455	0.116819478	0.233638957
CR06	1950s	Other Fuel	No	0.463479459	0.019880912	0.117549134	0.072348679	0.011815393	0.104975474	0.209950948
CR06	1960s	Other Fuel	No	0.660611044	0.023324873	0.138281675	0.089788912	0.01592371	0.024023262	0.048046525
CR06	1970s	Other Fuel	No	0.428087312	0.037263551	0.172778925	0.110314795	0.019581543	0.077324624	0.154649249
CR06	1980s	Other Fuel	No	0.505411535	0.036346777	0.117532448	0.076943537	0.01387125	0.083298151	0.166596302
CR06	1990s	Other Fuel	No	0.447277089	0.013668528	0.254453835	0.135799222	0.020708003	0.042697774	0.085395549
CR06	2000s	Other Fuel	No	0.356041696	0	0.212072581	0.204430497	0.026757702	0.066899175	0.133798349
CR06	<1950	Other Fuel	No	0.727709249	0	0	0	0	0.090763584	0.181527167
CR07	1950s	Other Fuel	No	0.126477929	0.042745747	0.252741196	0.155556159	0.025404157	0.132358271	0.264716542
CR07	1960s	Other Fuel	No	0.191613677	0.048981168	0.290385202	0.188552615	0.033439063	0.082342758	0.164685516
CR07	1970s	Other Fuel	No	0.094994297	0.07265516	0.33687827	0.215087907	0.038179404	0.080734987	0.161469975
CR07	1980s	Other Fuel	No	0.143353699	0.096948042	0.313495213	0.205232093	0.036998892	0.067990687	0.135981374
CR07	1990s	Other Fuel	No	0.091497495	0.02535068	0.471929237	0.251863459	0.038406622	0.040317503	0.080635005
CR07	2000s	Other Fuel	No	0.049768061	0	0.429592177	0.414111725	0.054202667	0.01744179	0.03488358
CR07	<1950	Other Fuel	No	0.182380528	0.019589678	0.157367229	0.10600428	0.018091271	0.172189004	0.344378009
CR08	1950s	Other Fuel	No	0.04481022	0.066418378	0.392709486	0.241703292	0.039473	0.071628541	0.143257082
CR08	1960s	Other Fuel	No	0.052817015	0.070401133	0.417373617	0.2710086	0.048062307	0.046779109	0.093558218
CR08	1970s	Other Fuel	No	0.013730541	0.097871761	0.453799421	0.289738983	0.051430421	0.031142958	0.062285915
CR08	1980s	Other Fuel	No	0.051568003	0.132478139	0.428386809	0.280446775	0.050558467	0.018853936	0.037707871
CR08	1990s	Other Fuel	No	0.00583215	0.030636611	0.570332326	0.304380108	0.046414878	0.014134642	0.028269285
CR08	2000s	Other Fuel	No	0.001993044	0	0.463922732	0.447205171	0.058534235	0.009448273	0.018896545
CR08	<1950	Other Fuel	No	0.11593383	0.036414699	0.292525499	0.197048364	0.033629353	0.108149418	0.216298836
CR09	1950s	Other Fuel	No	0.067761535	0.059245945	0.350301307	0.215602072	0.035210363	0.090626259	0.181252519
CR09	1960s	Other Fuel	No	0.031929902	0.068368191	0.405321303	0.263182804	0.046674433	0.061507789	0.123015577
CR09	1970s	Other Fuel	No	0.025472929	0.095669644	0.443588923	0.283219849	0.050273236	0.033925139	0.067850279
CR09	1980s	Other Fuel	No	0.025193083	0.129608662	0.419107948	0.274372297	0.049463371	0.03408488	0.068169759
CR09	1990s	Other Fuel	No	0.006767607	0.03079576	0.573295046	0.30596128	0.04665599	0.012174772	0.024349544
CR09	2000s	Other Fuel	No	0.016821668	0	0.460382904	0.443792901	0.058087607	0.00697164	0.013943281
CR09	<1950	Other Fuel	No	0.064586527	0.037178832	0.298663909	0.201183263	0.034335038	0.12135081	0.242701621
CR10	1950s	Other Fuel	No	0.446802264	0.034895275	0.206324004	0.126987488	0.020738555	0.054750804	0.109501609
CR10	1960s	Other Fuel	No	0.159198694	0.061952251	0.367284356	0.238484694	0.04229432	0.043595228	0.087190457
CR10	1970s	Other Fuel	No	0.247925931	0.075309519	0.349185666	0.222945855	0.039574237	0.021686264	0.043372528
CR10	1980s	Other Fuel	No	0.193168242	0.110439034	0.357120244	0.233791561	0.042147545	0.021111124	0.042222249
CR10	1990s	Other Fuel	No	0.093462779	0.028332369	0.527436476	0.281487064	0.042923921	0.008785797	0.017571594
CR10	2000s	Other Fuel	No	0.113297603	0	0.419650712	0.404528503	0.052948329	0.003191618	0.006383236
CR10	<1950	Other Fuel	No	0.325497844	0.02442988	0.196249396	0.132195732	0.022561248	0.099688633	0.199377267
CR11	1950s	Other Fuel	No	0.393535302	0.036967815	0.218578234	0.134529673	0.021970283	0.064806231	0.129612461
CR11	1960s	Other Fuel	No	0.405378521	0.036850675	0.218469488	0.141856379	0.02515767	0.057429089	0.114858178
CR11	1970s	Other Fuel	No	0.382292516	0.057135344	0.264917948	0.169143135	0.030023929	0.032162376	0.064324752
CR11	1980s	Other Fuel	No	0.307079324	0.085678152	0.27705243	0.18137454	0.032697893	0.038705887	0.077411773
CR11	1990s	Other Fuel	No	0.307343006	0.020914079	0.389337299	0.207785047	0.031685111	0.014311819	0.028623638
CR11	2000s	Other Fuel	No	0.19573193	0	0.370858511	0.35749454	0.046792101	0.009707639	0.019415279
CR11	<1950	Other Fuel	No	0.552438298	0.015812845	0.127027288	0.085566966	0.014603327	0.068183759	0.136367517
CR02	1950s	Propane	No	0.186420765	0.055513775	0.328234241	0.202020321	0.032992303	0.064939532	0.129879064
CR02	1960s	Propane	No	0.135931646	0.067677175	0.40122461	0.260522744	0.046202682	0.029480381	0.058960762
CR02	1970s	Propane	No	0.093466577	0.085711703	0.397417201	0.253740421	0.045040459	0.041541213	0.083082426
CR02	1980s	Propane	No	0.114365723	0.124609629	0.402942869	0.263789701	0.047555558	0.01557884	0.03115768
CR02	1990s	Propane	No	0.019074877	0.030542674	0.56858359	0.303446827	0.046272562	0.010693157	0.021386314
CR02	2000s	Propane	No	0.055423349	0	0.451920894	0.435635822	0.057019935	0	0
CR02	<1950	Propane	No	0.230846994	0.032352948	0.25989676	0.17506929	0.029878284	0.090651908	0.181303816
CR05	1950s	Propane	No	0.588129576	0.021742692	0.128557212	0.079123888	0.012921865	0.056508255	0.113016511
CR05	1960s	Propane	No	0.530945968	0.03760222	0.222925029	0.144749447	0.025670744	0.012702197	0.025404395
CR05	1970s	Propane	No	0.395034277	0.049370059	0.228912853	0.14615483	0.025943366	0.051528205	0.10305641
CR05	1980s	Propane	No	0.267686178	0.070610436	0.228328836	0.149477259	0.026947506	0.085649929	0.171299857
CR05	1990s	Propane	No	0.314985845	0.020809494	0.387390329	0.206745971	0.031526663	0.012847233	0.025694466
CR05	2000s	Propane	No	0.259219639	0	0.354417107	0.341645605	0.04471765	0	0
CR05	<1950	Propane	No	0.555896047	0.008184448	0.06574707	0.044287943	0.007558423	0.10610869	0.212217379
CR03	1950s	Propane	No	0.39408637	0.013996268	0.082755214	0.050933854	0.0083181	0.149970065	0.29994013
CR03	1960s	Propane	No	0.314850507	0.019989148	0.118505802	0.076948063	0.013646436	0.152020015	0.30404003
CR03	1970s	Propane	No	0.259553547	0.017888877	0.082944886	0.052958126	0.009400388	0.192418059	0.384836118
CR03	1980s	Propane	No	0.298672896	0.043252837	0.139864168	0.091563172	0.016506853	0.136713358	0.273426717
CR03	1990s	Propane	No	0.22290051	0.01190126	0.221554315	0.118241108	0.018030569	0.135790746	0.271581491
CR03	2000s	Propane	No	0.253427856	0	0.193703336	0.186723192	0.024440011	0.113901868	0.227803737
CR03	<1950	Propane	No	0.324210261	0.006410732	0.051498509	0.034689957	0.005920378	0.192423387	0.384846775
CR04	1950s	Propane	No	0.143657606	0.058075897	0.343383207	0.211344147	0.034514994	0.069674717	0.139349433
CR04	1960s	Propane	No	0.163249643	0.057174664	0.338960399	0.220093411	0.039032699	0.060496395	0.120992789
CR04	1970s	Propane	No	0.136225024	0.076760573	0.35591373	0.227241547	0.040336748	0.054507459	0.109014919
CR04	1980s	Propane	No	0.120444959	0.118202074	0.382223134	0.250225365	0.045110203	0.027931422	0.055862843
CR04	1990s	Propane	No	0	0.031433815	0.585173097	0.312300465	0.047622652	0.007823324	0.015646647
CR04	2000s	Propane	No	0.047924349	0	0.442781869	0.426826123	0.055866842	0.008866939	0.017733878
CR04	<1950	Propane	No	0.158997743	0.031920003	0.256418839	0.172726524	0.029478455	0.116819478	0.233638957
CR06	1950s	Propane	No	0.463479459	0.019880912	0.117549134	0.072348679	0.011815393	0.104975474	0.209950948
CR06	1960s	Propane	No	0.660611044	0.023324873	0.138281675	0.089788912	0.01592371	0.024023262	0.048046525
CR06	1970s	Propane	No	0.428087312	0.037263551	0.172778925	0.110314795	0.019581543	0.077324624	0.154649249
CR06	1980s	Propane	No	0.505411535	0.036346777	0.117532448	0.076943537	0.01387125	0.083298151	0.166596302
CR06	1990s	Propane	No	0.447277089	0.013668528	0.254453835	0.135799222	0.020708003	0.042697774	0.085395549
CR06	2000s	Propane	No	0.356041696	0	0.212072581	0.204430497	0.026757702	0.066899175	0.133798349
CR06	<1950	Propane	No	0.727709249	0	0	0	0	0.090763584	0.181527167
CR07	1950s	Propane	No	0.126477929	0.042745747	0.252741196	0.155556159	0.025404157	0.132358271	0.264716542
CR07	1960s	Propane	No	0.191613677	0.048981168	0.290385202	0.188552615	0.033439063	0.082342758	0.164685516
CR07	1970s	Propane	No	0.094994297	0.07265516	0.33687827	0.215087907	0.038179404	0.080734987	0.161469975
CR07	1980s	Propane	No	0.143353699	0.096948042	0.313495213	0.205232093	0.036998892	0.067990687	0.135981374
CR07	1990s	Propane	No	0.091497495	0.02535068	0.471929237	0.251863459	0.038406622	0.040317503	0.080635005
CR07	2000s	Propane	No	0.049768061	0	0.429592177	0.414111725	0.054202667	0.01744179	0.03488358
CR07	<1950	Propane	No	0.182380528	0.019589678	0.157367229	0.10600428	0.018091271	0.172189004	0.344378009
CR08	1950s	Propane	No	0.04481022	0.066418378	0.392709486	0.241703292	0.039473	0.071628541	0.143257082
CR08	1960s	Propane	No	0.052817015	0.070401133	0.417373617	0.2710086	0.048062307	0.046779109	0.093558218
CR08	1970s	Propane	No	0.013730541	0.097871761	0.453799421	0.289738983	0.051430421	0.031142958	0.062285915
CR08	1980s	Propane	No	0.051568003	0.132478139	0.428386809	0.280446775	0.050558467	0.018853936	0.037707871
CR08	1990s	Propane	No	0.00583215	0.030636611	0.570332326	0.304380108	0.046414878	0.014134642	0.028269285
CR08	2000s	Propane	No	0.001993044	0	0.463922732	0.447205171	0.058534235	0.009448273	0.018896545
CR08	<1950	Propane	No	0.11593383	0.036414699	0.292525499	0.197048364	0.033629353	0.108149418	0.216298836
CR09	1950s	Propane	No	0.067761535	0.059245945	0.350301307	0.215602072	0.035210363	0.090626259	0.181252519
CR09	1960s	Propane	No	0.031929902	0.068368191	0.405321303	0.263182804	0.046674433	0.061507789	0.123015577
CR09	1970s	Propane	No	0.025472929	0.095669644	0.443588923	0.283219849	0.050273236	0.033925139	0.067850279
CR09	1980s	Propane	No	0.025193083	0.129608662	0.419107948	0.274372297	0.049463371	0.03408488	0.068169759
CR09	1990s	Propane	No	0.006767607	0.03079576	0.573295046	0.30596128	0.04665599	0.012174772	0.024349544
CR09	2000s	Propane	No	0.016821668	0	0.460382904	0.443792901	0.058087607	0.00697164	0.013943281
CR09	<1950	Propane	No	0.064586527	0.037178832	0.298663909	0.201183263	0.034335038	0.12135081	0.242701621
CR10	1950s	Propane	No	0.446802264	0.034895275	0.206324004	0.126987488	0.020738555	0.054750804	0.109501609
CR10	1960s	Propane	No	0.159198694	0.061952251	0.367284356	0.238484694	0.04229432	0.043595228	0.087190457
CR10	1970s	Propane	No	0.247925931	0.075309519	0.349185666	0.222945855	0.039574237	0.021686264	0.043372528
CR10	1980s	Propane	No	0.193168242	0.110439034	0.357120244	0.233791561	0.042147545	0.021111124	0.042222249
CR10	1990s	Propane	No	0.093462779	0.028332369	0.527436476	0.281487064	0.042923921	0.008785797	0.017571594
CR10	2000s	Propane	No	0.113297603	0	0.419650712	0.404528503	0.052948329	0.003191618	0.006383236
CR10	<1950	Propane	No	0.325497844	0.02442988	0.196249396	0.132195732	0.022561248	0.099688633	0.199377267
CR11	1950s	Propane	No	0.393535302	0.036967815	0.218578234	0.134529673	0.021970283	0.064806231	0.129612461
CR11	1960s	Propane	No	0.405378521	0.036850675	0.218469488	0.141856379	0.02515767	0.057429089	0.114858178
CR11	1970s	Propane	No	0.382292516	0.057135344	0.264917948	0.169143135	0.030023929	0.032162376	0.064324752
CR11	1980s	Propane	No	0.307079324	0.085678152	0.27705243	0.18137454	0.032697893	0.038705887	0.077411773
CR11	1990s	Propane	No	0.307343006	0.020914079	0.389337299	0.207785047	0.031685111	0.014311819	0.028623638
CR11	2000s	Propane	No	0.19573193	0	0.370858511	0.35749454	0.046792101	0.009707639	0.019415279
CR11	<1950	Propane	No	0.552438298	0.015812845	0.127027288	0.085566966	0.014603327	0.068183759	0.136367517
CR02	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR02	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR02	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR02	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR02	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR02	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR02	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR05	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR05	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR05	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR05	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR05	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR05	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR05	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR03	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR03	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR03	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR03	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR03	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR03	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR03	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR04	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR04	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR04	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR04	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR04	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR04	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR04	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR06	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR06	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR06	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR06	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR06	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR06	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR06	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR07	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR07	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR07	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR07	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR07	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR07	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR07	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR08	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR08	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR08	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR08	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR08	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR08	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR08	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR09	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR09	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR09	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR09	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR09	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR09	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR09	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR10	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR10	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR10	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR10	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR10	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR10	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR10	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR11	1950s	Electricity	Yes	1	0	0	0	0	0	0
CR11	1960s	Electricity	Yes	1	0	0	0	0	0	0
CR11	1970s	Electricity	Yes	1	0	0	0	0	0	0
CR11	1980s	Electricity	Yes	1	0	0	0	0	0	0
CR11	1990s	Electricity	Yes	1	0	0	0	0	0	0
CR11	2000s	Electricity	Yes	1	0	0	0	0	0	0
CR11	<1950	Electricity	Yes	1	0	0	0	0	0	0
CR02	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR02	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR02	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR02	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR02	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR02	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR02	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0
CR05	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR05	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR05	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR05	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR05	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR05	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR05	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0
CR03	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR03	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR03	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR03	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR03	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR03	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR03	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0
CR04	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR04	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR04	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR04	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR04	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR04	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR04	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0
CR06	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR06	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR06	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR06	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR06	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR06	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR06	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0
CR07	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR07	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR07	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR07	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR07	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR07	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR07	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0
CR08	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR08	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR08	1970s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR08	1980s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR08	1990s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR08	2000s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR08	<1950	Fuel Oil	Yes	1	0	0	0	0	0	0
CR09	1950s	Fuel Oil	Yes	1	0	0	0	0	0	0
CR09	1960s	Fuel Oil	Yes	1	0	0	0	0	0	0
